date,open,high,low,close,volume,return_1d,return_5d,daily_return,realized_vol_20d,spot,strike,dte,T,sigma,r,option_type
2005-06-01,92.2321,93.2955,92.1662,92.9691,90578238,0.008396333857584537,0.008186374766576021,0.008396333857584537,0.09944912497914263,92.9691,93.0,30,0.0821917808219178,0.09944912497914263,0.03,call
2005-06-02,92.7573,93.2401,92.6618,93.1749,52473180,0.0022136387251248113,0.01123840615415328,0.0022136387251248113,0.09686491924216263,93.1749,93.0,30,0.0821917808219178,0.09686491924216263,0.03,call
2005-06-03,93.0075,93.2774,92.3681,92.6812,79132178,-0.005298637293949193,0.0007039820333420987,-0.005298637293949193,0.09958834590539907,92.6812,93.0,30,0.0821917808219178,0.09958834590539907,0.03,call
2005-06-06,92.5987,92.7289,92.2514,92.6083,47090192,-0.0007865672865694506,-0.0018194144891358066,-0.0007865672865694506,0.09855162429675314,92.6083,93.0,30,0.0821917808219178,0.09855162429675314,0.03,call
2005-06-07,92.8868,93.5473,92.5987,92.6715,86439762,0.0006824442301607281,0.005168393079885147,0.0006824442301607281,0.09687535698648762,92.6715,93.0,30,0.0821917808219178,0.09687535698648762,0.03,call
2005-06-08,92.9128,93.0449,92.3319,92.5167,64835717,-0.0016704164710832359,-0.004866132940944845,-0.0016704164710832359,0.08821081544673719,92.5167,93.0,30,0.0821917808219178,0.08821081544673719,0.03,call
2005-06-09,92.3777,93.0353,92.1567,92.95,74095502,0.0046834787665361866,-0.002413740181100188,0.0046834787665361866,0.08773403759526904,92.95,93.0,30,0.0821917808219178,0.08773403759526904,0.03,call
2005-06-10,93.017,93.0735,92.2886,92.7289,47313638,-0.0023786982248521493,0.0005146674838045762,-0.0023786982248521493,0.07622834027628725,92.7289,93.0,30,0.0821917808219178,0.07622834027628725,0.03,call
2005-06-13,92.5451,93.4095,92.4437,93.0353,64161616,0.003304255739041473,0.004610817820865032,0.003304255739041473,0.07498250794983533,93.0353,93.0,30,0.0821917808219178,0.07498250794983533,0.03,call
2005-06-14,92.931,93.5205,92.8782,93.2497,44069738,0.002304501624652122,0.0062392429171860275,0.002304501624652122,0.06991538876940465,93.2497,93.0,30,0.0821917808219178,0.06991538876940465,0.03,call
2005-06-15,93.4833,93.5386,92.7573,93.4192,69849454,0.001817700217802365,0.009754995584581039,0.001817700217802365,0.06757177618494407,93.4192,93.0,30,0.0821917808219178,0.06757177618494407,0.03,call
2005-06-16,93.4192,93.8527,93.2955,93.6622,60481961,0.0026011783444943593,0.0076621839698762795,0.0026011783444943593,0.05904639166324907,93.6622,94.0,30,0.0821917808219178,0.05904639166324907,0.03,call
2005-06-17,93.778,94.0575,92.9598,93.6525,69674611,-0.00010356365748398488,0.009960217364813007,-0.00010356365748398488,0.057939207537549636,93.6525,94.0,30,0.0821917808219178,0.057939207537549636,0.03,call
2005-06-20,93.4095,94.0105,93.3052,93.6622,54743056,0.00010357438402608388,0.006738302558276121,0.00010357438402608388,0.057359520468663217,93.6622,94.0,30,0.0821917808219178,0.057359520468663217,0.03,call
2005-06-21,93.7494,93.8621,93.3711,93.7309,51922987,0.0007334869349642226,0.005160338317442337,0.0007334869349642226,0.05477582154087603,93.7309,94.0,30,0.0821917808219178,0.05477582154087603,0.03,call
2005-06-22,93.8813,94.0766,93.4095,93.8056,60507627,0.0007969623677996918,0.004136194700875118,0.0007969623677996918,0.05369776238174921,93.8056,94.0,30,0.0821917808219178,0.05369776238174921,0.03,call
2005-06-23,93.6144,93.8153,92.463,92.481,81419546,-0.014120692154839465,-0.012611277548466804,-0.014120692154839465,0.07553762768673308,92.481,92.0,30,0.0821917808219178,0.07553762768673308,0.03,call
2005-06-24,92.5002,92.5987,91.6981,91.7987,76717789,-0.007377731642175145,-0.019794452897680337,-0.007377731642175145,0.0776771349203511,91.7987,92.0,30,0.0821917808219178,0.0776771349203511,0.03,call
2005-06-27,91.789,92.1394,91.6254,91.9375,66314322,0.0015120039826272968,-0.018414045367287968,0.0015120039826272968,0.07759697556203882,91.9375,92.0,30,0.0821917808219178,0.07759697556203882,0.03,call
2005-06-28,92.1298,92.7672,92.1107,92.6812,55236612,0.008089191026512621,-0.011199081626229956,0.008089191026512621,0.07999404607005796,92.6812,93.0,30,0.0821917808219178,0.07999404607005796,0.03,call
2005-06-29,92.8698,92.8868,92.3969,92.463,55809757,-0.0023543070223519535,-0.014312578353531169,-0.0023543070223519535,0.07442676156852816,92.463,92.0,30,0.0821917808219178,0.07442676156852816,0.03,call
2005-06-30,92.7483,92.8324,91.7708,91.9566,80752313,-0.005476785308718091,-0.005670353910532944,-0.005476785308718091,0.0760225583934296,91.9566,92.0,30,0.0821917808219178,0.0760225583934296,0.03,call
2005-07-01,92.1662,92.4351,91.9843,92.2321,64528799,0.0029959785377016157,0.004721199755552075,0.0029959785377016157,0.07498548626186796,92.2321,92.0,30,0.0821917808219178,0.07498548626186796,0.03,call
2005-07-05,92.1479,93.0735,91.9651,92.9598,66817081,0.007889877819110769,0.011119510537049626,0.007889877819110769,0.08027309707381228,92.9598,93.0,30,0.0821917808219178,0.08027309707381228,0.03,call
2005-07-06,92.8868,93.0735,92.1394,92.195,70081196,-0.008227212192797428,-0.005245939845405667,-0.008227212192797428,0.08561743587837593,92.195,92.0,30,0.0821917808219178,0.08561743587837593,0.03,call
2005-07-07,91.2597,92.5549,91.2504,92.5549,133847627,0.003903682412278453,0.0009939110779448868,0.003903682412278453,0.08666546982977484,92.5549,93.0,30,0.0821917808219178,0.08666546982977484,0.03,call
2005-07-08,92.5719,93.6144,92.3586,93.6144,83664926,0.011447259950580602,0.018028069763345034,0.011447259950580602,0.09445309617793118,93.6144,94.0,30,0.0821917808219178,0.09445309617793118,0.03,call
2005-07-11,93.6237,94.1893,93.6047,94.0766,64510392,0.004937274607325293,0.01999846040586739,0.004937274607325293,0.09519330851963602,94.0766,94.0,30,0.0821917808219178,0.09519330851963602,0.03,call
2005-07-12,94.0479,94.6211,93.8527,94.3186,67617812,0.002572371875684265,0.014617071035006646,0.002572371875684265,0.09496688695887774,94.3186,94.0,30,0.0821917808219178,0.09496688695887774,0.03,call
2005-07-13,94.3283,94.5359,94.1141,94.4605,53526269,0.001504475257266158,0.02457291610174095,0.001504475257266158,0.09483022356022125,94.4605,94.0,30,0.0821917808219178,0.09483022356022125,0.03,call
2005-07-14,94.8489,95.2317,94.5081,94.8489,83956810,0.004111771587065549,0.024785289595688598,0.004111771587065549,0.09554787213094035,94.8489,95.0,30,0.0821917808219178,0.09554787213094035,0.03,call
2005-07-15,94.7456,94.9255,94.3943,94.7819,72760901,-0.0007063866845056221,0.012471371925686592,-0.0007063866845056221,0.09543157520892721,94.7819,95.0,30,0.0821917808219178,0.09543157520892721,0.03,call
2005-07-18,94.5167,94.6211,94.1512,94.3855,73693063,-0.0041822331056878825,0.003283494514044971,-0.0041822331056878825,0.09692349711089626,94.3855,94.0,30,0.0821917808219178,0.09692349711089626,0.03,call
2005-07-19,94.6882,94.9646,94.442,94.9064,77137207,0.0055188561802397285,0.0062320687542012365,0.0055188561802397285,0.09858999050840403,94.9064,95.0,30,0.0821917808219178,0.09858999050840403,0.03,call
2005-07-20,94.5933,95.4517,94.3378,95.2317,90220508,0.0034275876021006013,0.00816425913477059,0.0034275876021006013,0.09907258246400936,95.2317,95.0,30,0.0821917808219178,0.09907258246400936,0.03,call
2005-07-21,95.3178,95.3656,94.489,94.6977,130638853,-0.005607376535334385,-0.0015941144283170283,-0.005607376535334385,0.10166077740664753,94.6977,95.0,30,0.0821917808219178,0.10166077740664753,0.03,call
2005-07-22,94.8203,95.3276,94.6211,95.3178,72497401,0.006548205500239268,0.0056540331012568945,0.006548205500239268,0.08778095774433933,95.3178,95.0,30,0.0821917808219178,0.08778095774433933,0.03,call
2005-07-25,95.2032,95.6241,94.7916,95.0413,74654387,-0.002900822301815542,0.006948101138416485,-0.002900822301815542,0.08307000300627781,95.0413,95.0,30,0.0821917808219178,0.08307000300627781,0.03,call
2005-07-26,95.0701,95.3178,94.4041,95.1743,55541585,0.001399391632900704,0.0028227811823016147,0.001399391632900704,0.08307524683187778,95.1743,95.0,30,0.0821917808219178,0.08307524683187778,0.03,call
2005-07-27,95.2891,95.5763,94.9255,95.5096,58666374,0.003523009888173556,0.002918145953500817,0.003523009888173556,0.07997322986182764,95.5096,96.0,30,0.0821917808219178,0.07997322986182764,0.03,call
2005-07-28,95.6626,96.1793,95.3848,96.122,62794999,0.006411920895909917,0.015040492007725614,0.006411920895909917,0.08039868274711254,96.122,96.0,30,0.0821917808219178,0.08039868274711254,0.03,call
2005-07-29,95.9975,96.1699,95.2891,95.4614,80939598,-0.006872516177357957,0.0015065391773623205,-0.006872516177357957,0.08224128093298914,95.4614,95.0,30,0.0821917808219178,0.08224128093298914,0.03,call
2005-08-01,95.5475,95.7007,95.2414,95.3943,55656294,-0.0007029019059011654,0.0037141747850670814,-0.0007029019059011654,0.0826255852315727,95.3943,95.0,30,0.0821917808219178,0.0826255852315727,0.03,call
2005-08-02,95.5668,96.1505,95.4614,95.9878,59936952,0.00622154573176803,0.008547475526481385,0.00622154573176803,0.08116722109344457,95.9878,96.0,30,0.0821917808219178,0.08116722109344457,0.03,call
2005-08-03,95.8729,96.2757,95.7678,96.256,48213913,0.002794105084187759,0.007814921222578652,0.002794105084187759,0.07239340700940392,96.256,96.0,30,0.0821917808219178,0.07239340700940392,0.03,call
2005-08-04,95.8539,95.9113,95.337,95.4517,66159563,-0.008355842752659548,-0.006973429599883452,-0.008355842752659548,0.08105501340843352,95.4517,95.0,30,0.0821917808219178,0.08105501340843352,0.03,call
2005-08-05,95.2414,95.6528,94.6594,94.8203,69617710,-0.006614863852608122,-0.006715803455637492,-0.006614863852608122,0.07707594264604746,94.8203,95.0,30,0.0821917808219178,0.07707594264604746,0.03,call
2005-08-08,95.0222,95.2032,94.4135,94.6404,62526702,-0.0018972730522894832,-0.007902987914372273,-0.0018972730522894832,0.07584356904078898,94.6404,95.0,30,0.0821917808219178,0.07584356904078898,0.03,call
2005-08-09,94.9351,95.3563,94.8106,95.1935,61596618,0.005844227201068364,-0.008275009949180956,0.005844227201068364,0.07799687534500534,95.1935,95.0,30,0.0821917808219178,0.07799687534500534,0.03,call
2005-08-10,95.5382,96.0739,94.7733,95.1648,94769722,-0.00030149117324185237,-0.011336436170212738,-0.00030149117324185237,0.0779436069270217,95.1648,95.0,30,0.0821917808219178,0.0779436069270217,0.03,call
2005-08-11,95.1075,95.6912,94.8967,95.5382,76325197,0.003923719694677086,0.0009062174901022235,0.003923719694677086,0.07782705731163597,95.5382,96.0,30,0.0821917808219178,0.07782705731163597,0.03,call
2005-08-12,95.337,95.4232,94.7169,94.9351,71045628,-0.006312658182800135,0.001210711208464943,-0.006312658182800135,0.081324490546515,94.9351,95.0,30,0.0821917808219178,0.081324490546515,0.03,call
2005-08-15,95.0701,95.5668,94.7819,95.5382,46957078,0.006352760991456208,0.00948643496857593,0.006352760991456208,0.08256694264330218,95.5382,96.0,30,0.0821917808219178,0.08256694264330218,0.03,call
2005-08-16,95.2317,95.3083,94.1801,94.2842,93673080,-0.01312563979643755,-0.009552122781492423,-0.01312563979643755,0.0936719839667178,94.2842,94.0,30,0.0821917808219178,0.0936719839667178,0.03,call
2005-08-17,94.2651,94.8106,94.1426,94.2748,81024622,-9.969857091640666e-05,-0.00935219745115845,-9.969857091640666e-05,0.0926352293619331,94.2748,94.0,30,0.0821917808219178,0.0926352293619331,0.03,call
2005-08-18,94.1512,94.5742,94.0105,94.2651,69401776,-0.0001028906982565303,-0.013325559828424649,-0.0001028906982565303,0.09064020906824556,94.2651,94.0,30,0.0821917808219178,0.09064020906824556,0.03,call
2005-08-19,94.6211,94.7733,94.2748,94.489,51787026,0.0023752162783470254,-0.004698999632380407,0.0023752162783470254,0.08767322342341753,94.489,94.0,30,0.0821917808219178,0.08767322342341753,0.03,call
2005-08-22,94.5839,95.0701,94.0383,94.489,90662870,0.0,-0.010981994636700243,0.0,0.08718877317777791,94.489,94.0,30,0.0821917808219178,0.08718877317777791,0.03,call
2005-08-23,94.5167,94.602,93.4735,94.3093,73570968,-0.0019018086761423136,0.00026621639680879383,-0.0019018086761423136,0.08713436250591491,94.3093,94.0,30,0.0821917808219178,0.08713436250591491,0.03,call
2005-08-24,94.0766,94.7073,93.4192,93.4735,102573449,-0.008862328529635866,-0.00849962025907236,-0.008862328529635866,0.0906781265190962,93.4735,93.0,30,0.0821917808219178,0.0906781265190962,0.03,call
2005-08-25,93.6431,93.8716,93.5301,93.8153,46202873,0.0036566513503826226,-0.004771649316661297,0.0036566513503826226,0.08815882097533514,93.8153,94.0,30,0.0821917808219178,0.08815882097533514,0.03,call
2005-08-26,93.7309,93.7396,93.1023,93.1749,80310082,-0.006826178672348804,-0.013907438961148988,-0.006826178672348804,0.08811941440964996,93.1749,93.0,30,0.0821917808219178,0.08811941440964996,0.03,call
2005-08-29,92.95,93.9578,92.8782,93.8813,72846444,0.007581440924540939,-0.006431436463503748,0.007581440924540939,0.0934788848797133,93.8813,94.0,30,0.0821917808219178,0.0934788848797133,0.03,call
2005-08-30,93.5473,93.5952,92.8868,93.3903,96333211,-0.0052300085320505785,-0.009744532087503588,-0.0052300085320505785,0.09090118179176762,93.3903,93.0,30,0.0821917808219178,0.09090118179176762,0.03,call
2005-08-31,93.511,94.6499,93.1577,94.5839,133525414,0.01278077059394822,0.011879302690067206,0.01278077059394822,0.10304774542879794,94.5839,95.0,30,0.0821917808219178,0.10304774542879794,0.03,call
2005-09-01,94.5265,95.0032,94.0766,94.5081,96667869,-0.0008014048902614812,0.007384722960966927,-0.0008014048902614812,0.09917141113458154,94.5081,95.0,30,0.0821917808219178,0.09917141113458154,0.03,call
2005-09-02,94.7916,94.8203,94.1512,94.3283,61770555,-0.0019024824327227297,0.012378870275149279,-0.0019024824327227297,0.0966832938313754,94.3283,94.0,30,0.0821917808219178,0.0966832938313754,0.03,call
2005-09-06,94.6499,95.5188,94.6404,95.4327,74213319,0.011708045199584793,0.016525122681513738,0.011708045199584793,0.10527466825345852,95.4327,95.0,30,0.0821917808219178,0.10527466825345852,0.03,call
2005-09-07,95.3848,95.7774,95.251,95.5859,54141145,0.0016053197698482347,0.02350993625676323,0.0016053197698482347,0.10344682429869045,95.5859,96.0,30,0.0821917808219178,0.10344682429869045,0.03,call
2005-09-08,95.4041,95.6626,95.1456,95.2891,50644504,-0.0031050604744004007,0.007455814361640778,-0.0031050604744004007,0.10411292048976806,95.2891,95.0,30,0.0821917808219178,0.10411292048976806,0.03,call
2005-09-09,95.5475,96.2757,95.5188,96.1505,57175720,0.009039858703671078,0.017378404602356845,0.009039858703671078,0.10812109796677496,96.1505,96.0,30,0.0821917808219178,0.10812109796677496,0.03,call
