date,open,high,low,close,volume,return_1d,return_5d,daily_return,realized_vol_20d,spot,strike,dte,T,sigma,r,option_type,option_price,delta,gamma,theta,vega,portfolio_delta,portfolio_gamma,portfolio_theta,portfolio_vega
2005-03-21,91.5871,91.6435,90.8453,91.1221,79620680,-0.0035899241556078,-0.0250567063254301,-0.0035899241556078,,91.1221,91.0,30,0.0821917808219178,,0.03,call,,,,,,,,,
2005-03-22,91.3241,91.7519,90.2002,90.2002,120971319,-0.0101171944017972,-0.0267691829626721,-0.0101171944017972,,90.2002,90.0,30,0.0821917808219178,,0.03,call,,,,,,,,,
2005-03-23,90.2195,90.8283,90.0836,90.274,93252232,0.0008181800040354,-0.017797884447578,0.0008181800040354,,90.274,90.0,30,0.0821917808219178,,0.03,call,,,,,,,,,
2005-03-24,90.6289,91.0283,90.32,90.3851,67424176,0.0012306976538094,-0.0186306337607626,0.0012306976538094,,90.3851,90.0,30,0.0821917808219178,,0.03,call,,,,,,,,,
2005-03-28,90.5909,90.991,90.5114,90.5114,60842798,0.0013973542099305,-0.0102678610481747,0.0013973542099305,0.0975948809630088,90.5114,91.0,30,0.0821917808219178,0.0975948809630088,0.03,call,0.8850031721972371,0.46402499768465044,0.15688989392731334,-7.354482086460305,10.30995959494582,46.40249976846504,15.688989392731333,-735.4482086460305,1030.995959494582
2005-03-29,90.3851,90.9535,89.6961,89.9035,94676790,-0.0067162810430508,-0.0133732651025383,-0.0067162810430508,0.0975130817278613,89.9035,90.0,30,0.0821917808219178,0.0975130817278613,0.03,call,1.0657683629260077,0.5254370753553095,0.15840627389238354,-7.472438810186559,10.261641763964223,52.54370753553095,15.840627389238355,-747.2438810186559,1026.1641763964224
2005-03-30,90.2002,91.2022,90.0931,91.1841,81522073,0.0142441617957032,0.0109079580754809,0.0142441617957032,0.1104306801934183,91.1841,91.0,30,0.0821917808219178,0.1104306801934183,0.03,call,1.3646800543519007,0.5625942403692231,0.13648879138853776,-8.417708491152842,10.300382619697157,56.25942403692231,13.648879138853776,-841.7708491152842,1030.0382619697157
2005-03-31,91.1938,91.3956,90.9258,91.0088,84310645,-0.0019224842927659,0.0081396636905419,-0.0019224842927659,0.1104169018459867,91.0088,91.0,30,0.0821917808219178,0.1104169018459867,0.03,call,1.268019101426063,0.5385477576827608,0.1378298308440404,-8.391405587295827,10.360338534507305,53.85477576827608,13.78298308440404,-839.1405587295827,1036.0338534507305
2005-04-01,91.5135,91.8072,90.2002,90.6001,126236623,-0.0044907745185081,0.0023787106503174,-0.0044907745185081,0.1107691748412549,90.6001,91.0,30,0.0821917808219178,0.1107691748412549,0.03,call,1.0631232519298166,0.4819889801850693,0.13851773223130226,-8.253577169424176,10.351660916944176,48.19889801850693,13.851773223130227,-825.3577169424176,1035.1660916944177
2005-04-04,90.5564,90.9172,90.0739,90.7544,92814412,0.0017030886279376,0.0026847446840951,0.0017030886279376,0.098367919957725,90.7544,91.0,30,0.0821917808219178,0.098367919957725,0.03,call,1.0104229434649312,0.5022755269866764,0.15587182770674188,-7.5484627275960126,10.379702020425732,50.227552698667644,15.587182770674188,-754.8462727596012,1037.9702020425732
2005-04-05,90.854,91.3335,90.7897,91.1938,64910508,0.0048416385321261,0.0143520552592502,0.0048416385321261,0.1010961244811647,91.1938,91.0,30,0.0821917808219178,0.1010961244811647,0.03,call,1.274127687109285,0.5686614826756722,0.14869607266681345,-7.836830680320261,10.275264770960751,56.86614826756722,14.869607266681346,-783.6830680320261,1027.526477096075
2005-04-06,91.3956,91.7708,91.1841,91.497,69097710,0.0033247874307245,0.0034315193109324,0.0033247874307245,0.1024024796196024,91.497,91.0,30,0.0821917808219178,0.1024024796196024,0.03,call,1.4664444164120454,0.6118696832888011,0.1426396305137816,-7.89655061775207,10.05061825366883,61.18696832888011,14.263963051378159,-789.6550617752071,1005.061825366883
2005-04-07,91.3613,92.0177,91.277,92.0007,61209472,0.0055050985278204,0.0108989460359878,0.0055050985278204,0.0987635736985486,92.0007,92.0,30,0.0821917808219178,0.0987635736985486,0.03,call,1.155505000131889,0.5404272273819539,0.15235979954147552,-7.746427249547067,10.46834055374858,54.042722738195394,15.235979954147552,-774.6427249547068,1046.834055374858
2005-04-08,91.9471,91.9843,91.0378,91.0378,83334418,-0.0104662247135075,0.004831120495452,-0.0104662247135075,0.1038880885339702,91.0378,91.0,30,0.0821917808219178,0.1038880885339702,0.03,call,1.2161190429119841,0.5444392710573905,0.14621863292432868,-7.990001200583496,10.347617657868303,54.44392710573906,14.621863292432868,-799.0001200583496,1034.7617657868304
2005-04-11,91.2597,91.3698,90.8979,91.1221,59436913,0.0009259889847952,0.0040515941926781,0.0009259889847952,0.1019708560475887,91.1221,91.0,30,0.0821917808219178,0.1019708560475887,0.03,call,1.2427581739765259,0.5575767740163105,0.14819766874490128,-7.884453856728256,10.313195900366132,55.75767740163104,14.819766874490128,-788.4453856728256,1031.3195900366131
2005-04-12,90.9449,91.8619,90.32,91.5777,112205091,0.0049998847699952,0.0042097160113954,0.0049998847699952,0.1009269842517874,91.5777,92.0,30,0.0821917808219178,0.1009269842517874,0.03,call,0.9632196473479127,0.47634859119257755,0.15029160742867437,-7.699255000276528,10.455622147035958,47.634859119257754,15.029160742867436,-769.9255000276528,1045.5622147035958
2005-04-13,91.4683,91.6617,90.3764,90.5027,85621141,-0.0117386656358479,-0.0108670229625014,-0.0117386656358479,0.1048179408017436,90.5027,91.0,30,0.0821917808219178,0.1048179408017436,0.03,call,0.9554400712921804,0.4660212383134258,0.14615700699041076,-7.812957751229471,10.313515519934452,46.60212383134258,14.615700699041076,-781.295775122947,1031.3515519934451
2005-04-14,90.61,90.6635,89.3295,89.3295,129148331,-0.0129631491657156,-0.0290345616935523,-0.0129631491657156,0.1101760352995886,89.3295,89.0,30,0.0821917808219178,0.1101760352995886,0.03,call,1.4177729169268645,0.5834979179428341,0.13828018031276496,-8.218385843467955,9.992295615800256,58.34979179428341,13.828018031276496,-821.8385843467954,999.2295615800256
2005-04-15,89.3036,89.6498,88.0295,88.0669,173763858,-0.0141341885939134,-0.032633697211488,-0.0141341885939134,0.1181294198505241,88.0669,88.0,30,0.0821917808219178,0.1181294198505241,0.03,call,1.335078144736066,0.5446597257121191,0.13292064024013675,-8.59184191581662,10.00931378479886,54.46597257121191,13.292064024013674,-859.1841915816619,1000.9313784798859
2005-04-18,88.0487,88.695,87.9176,88.3424,130023851,0.0031283035964704,-0.0305052232114931,0.0031283035964704,0.1181156319303712,88.3424,88.0,30,0.0821917808219178,0.1181156319303712,0.03,call,1.4900136834374464,0.5809901262646798,0.13060043393115825,-8.605051433290054,9.895067819321191,58.09901262646798,13.060043393115825,-860.5051433290054,989.5067819321191
2005-04-19,88.8039,89.2758,88.5973,89.0537,88656624,0.0080516263991017,-0.0275612949440746,0.0080516263991017,0.12278276702262,89.0537,89.0,30,0.0821917808219178,0.12278276702262,0.03,call,1.389788453906398,0.541726565810636,0.12656751637007038,-8.97167078589916,10.129593118361056,54.172656581063606,12.656751637007039,-897.1670785899161,1012.9593118361056
2005-04-20,89.0451,89.2125,87.6027,87.7854,148844377,-0.0142419686099511,-0.0300245186055223,-0.0142419686099511,0.1275716637909404,87.7854,88.0,30,0.0821917808219178,0.1275716637909404,0.03,call,1.2818303123004071,0.5075582406185399,0.12423426834370316,-9.088715096502124,10.038494867093974,50.75582406185399,12.423426834370316,-908.8715096502124,1003.8494867093973
2005-04-21,88.5636,89.6596,88.2449,89.5083,113367309,0.0196262704276566,0.0020015784259399,0.0196262704276566,0.1476517276288668,89.5083,90.0,30,0.0821917808219178,0.1476517276288668,0.03,call,1.3825331507894916,0.4800602160721058,0.10516012837360904,-10.431455506719324,10.22456048348332,48.00602160721058,10.516012837360904,-1043.1455506719324,1022.4560483483319
2005-04-22,89.3036,89.8757,88.1665,89.1683,116441678,-0.0037985304156151,0.0125064013834936,-0.0037985304156151,0.1480007277629321,89.1683,89.0,30,0.0821917808219178,0.1480007277629321,0.03,call,1.7076526922853574,0.549284247924708,0.10463827642842748,-10.530039255496304,10.120542486735765,54.9284247924708,10.463827642842748,-1053.0039255496304,1012.0542486735765
2005-04-25,89.3973,89.8757,89.2854,89.7505,67871463,0.0065292261936136,0.0159391187017785,0.0065292261936136,0.1500429201105476,89.7505,90.0,30,0.0821917808219178,0.1500429201105476,0.03,call,1.5264308678119818,0.505702268133913,0.10332350243384372,-10.68440066786245,10.26400301099932,50.570226813391294,10.332350243384372,-1068.440066786245,1026.400301099932
2005-04-26,89.4795,90.0931,88.8363,88.8823,97680646,-0.0096734837131826,-0.001924681400099,-0.0096734837131826,0.1520530742170766,88.8823,89.0,30,0.0821917808219178,0.1520530742170766,0.03,call,1.5960004280012114,0.5191429788877061,0.1028454342943037,-10.728786098995371,10.154047260530183,51.91429788877061,10.284543429430371,-1072.8786098995372,1015.4047260530183
2005-04-27,88.6242,89.5533,88.2985,89.2315,110411018,0.0039287912216492,0.0164731265107864,0.0039287912216492,0.1428947881183514,89.2315,89.0,30,0.0821917808219178,0.1428947881183514,0.03,call,1.6909914897378258,0.5572828637148811,0.10800734210386537,-10.22104402685331,10.100303995250853,55.72828637148811,10.800734210386537,-1022.104402685331,1010.0303995250853
2005-04-28,88.9359,89.2576,88.1119,88.1119,96261281,-0.0125471386225715,-0.0156007878598968,-0.0125471386225715,0.1486238550471006,88.1119,88.0,30,0.0821917808219178,0.1486238550471006,0.03,call,1.6649243623351708,0.5433979174355894,0.10563138060322363,-10.44396351987972,10.017953252680098,54.33979174355894,10.563138060322363,-1044.396351987972,1001.7953252680097
2005-04-29,88.7855,89.4069,87.9261,89.312,135165377,0.013620180702039,0.0016115592648957,0.013620180702039,0.1575464792765972,89.312,89.0,30,0.0821917808219178,0.1575464792765972,0.03,call,1.8839598268500524,0.5614528991931781,0.09772004656744604,-11.12147307774507,10.093467465535179,56.14528991931781,9.772004656744604,-1112.147307774507,1009.3467465535178
2005-05-02,89.5533,89.803,89.1415,89.803,72660708,0.0054975815120028,0.0005849549584682,0.0054975815120028,0.1588743605303412,89.803,90.0,30,0.0821917808219178,0.1588743605303412,0.03,call,1.6437943871666292,0.511487869740461,0.09749247637544618,-11.251393463906906,10.266797542972053,51.148786974046104,9.749247637544618,-1125.1393463906907,1026.6797542972054
2005-05-03,89.5533,90.1571,89.2576,89.9666,112651084,0.0018217654198635,0.0121992792715759,0.0018217654198635,0.1578915395699834,89.9666,90.0,30,0.0821917808219178,0.1578915395699834,0.03,call,1.7186879582649368,0.527467580992216,0.09772927904400522,-11.232030610182356,10.26536889499807,52.7467580992216,9.772927904400522,-1123.2030610182355,1026.536889499807
2005-05-04,89.9916,90.8453,89.713,90.6635,106913208,0.0077462080372048,0.0160481444332998,0.0077462080372048,0.1601246732884572,90.6635,91.0,30,0.0821917808219178,0.1601246732884572,0.03,call,1.605700414945531,0.49839048445628814,0.09585209265383791,-11.408141098308358,10.369389957839894,49.83904844562881,9.585209265383792,-1140.8141098308358,1036.9389957839894
2005-05-05,90.7897,91.0378,90.0739,90.6289,126141487,-0.0003816309760819,0.0285659485268163,-0.0003816309760819,0.1585970414384334,90.6289,91.0,30,0.0821917808219178,0.1585970414384334,0.03,call,1.5726800544518014,0.4948504647006413,0.09680502428572427,-11.29805609131284,10.364653495519539,49.485046470064134,9.680502428572426,-1129.805609131284,1036.465349551954
2005-05-06,90.9822,91.0283,90.32,90.3381,90213901,-0.0032086895019138,0.0114889376567537,-0.0032086895019138,0.1547165175490902,90.3381,90.0,30,0.0821917808219178,0.1547165175490902,0.03,call,1.8889760003343312,0.5644665068762936,0.09825803241373653,-11.070509911186221,10.19706151918642,56.446650687629365,9.825803241373652,-1107.050991118622,1019.706151918642
2005-05-09,90.4501,91.1134,90.3102,90.8904,56998543,0.006113699535412,0.0121087268799484,0.006113699535412,0.1563668444783533,90.8904,91.0,30,0.0821917808219178,0.1563668444783533,0.03,call,1.6822356326422394,0.520152131935323,0.097786438156749,-11.24367708259051,10.382160038554316,52.0152131935323,9.7786438156749,-1124.3677082590511,1038.2160038554316
2005-05-10,90.5564,90.6635,89.7936,89.9666,97252668,-0.0101638896957214,0.0,-0.0101638896957214,0.1590723917202899,89.9666,90.0,30,0.0821917808219178,0.1590723917202899,0.03,call,1.7308099142560494,0.5273982387343809,0.09700496219024939,-11.30534035761004,10.265491977973292,52.739823873438084,9.700496219024938,-1130.5340357610041,1026.5491977973293
2005-05-11,90.2097,90.5735,89.3905,90.4645,119295448,0.0055342760535577,-0.0021949296023205,0.0055342760535577,0.1551430890061678,90.4645,90.0,30,0.0821917808219178,0.1551430890061678,0.03,call,1.9654393849318694,0.5766830550576466,0.09731099224995102,-11.090257127657356,10.154980641778897,57.668305505764664,9.731099224995102,-1109.0257127657355,1015.4980641778897
2005-05-12,90.52,90.718,89.0537,89.471,123874723,-0.0109822084906233,-0.0127762777657016,-0.0109822084906233,0.1530894240462793,89.471,89.0,30,0.0821917808219178,0.1530894240462793,0.03,call,1.929722628534293,0.5786287802512375,0.09961438444753673,-10.839528524997254,10.033679346401287,57.862878025123756,9.961438444753673,-1083.9528524997254,1003.3679346401287
2005-05-13,89.7227,89.9666,88.5715,89.2854,110742945,-0.0020744151736317,-0.0116528906408259,-0.0020744151736317,0.1439023942965099,89.2854,89.0,30,0.0821917808219178,0.1439023942965099,0.03,call,1.7313470158921263,0.5627715959999573,0.10696126713527188,-10.284111542249754,10.085184476159688,56.27715959999573,10.696126713527187,-1028.4111542249755,1008.5184476159687
2005-05-16,89.266,90.1478,89.2392,90.1198,63964862,0.0093453128955014,-0.008478343147351,0.0093453128955014,0.1469388626068798,90.1198,90.0,30,0.0821917808219178,0.1469388626068798,0.03,call,1.688414459095796,0.5442604304984214,0.10443718535903898,-10.577506033440894,10.243789873543305,54.42604304984214,10.443718535903898,-1057.7506033440893,1024.3789873543305
2005-05-17,89.8204,90.809,89.625,90.7086,79603309,0.0065335253740022,0.0082475051852577,0.0065335253740022,0.1460739446579582,90.7086,91.0,30,0.0821917808219178,0.1460739446579582,0.03,call,1.4825060728413604,0.5012889520712375,0.10502008911944449,-10.538682928321435,10.374578430544984,50.12889520712375,10.502008911944449,-1053.8682928321437,1037.4578430544984
2005-05-18,91.1038,91.8713,91.0463,91.6523,101166140,0.0104036441969117,0.0131300123252766,0.0104036441969117,0.1380279116404464,91.6523,92.0,30,0.0821917808219178,0.1380279116404464,0.03,call,1.3879895772322541,0.49457821391787765,0.1099880433541305,-10.119318902877904,10.481598491478843,49.45782139178777,10.99880433541305,-1011.9318902877903,1048.1598491478844
2005-05-19,91.8265,92.1394,91.5777,92.0455,81460507,0.0042901269253472,0.0287746867700149,0.0042901269253472,0.1221611677965094,92.0455,92.0,30,0.0821917808219178,0.1221611677965094,0.03,call,1.4247086005912237,0.5406351237663118,0.12311172913571379,-9.233039953093591,10.472879810311307,54.06351237663118,12.31117291357138,-923.3039953093592,1047.2879810311306
2005-05-20,92.0926,92.1203,91.6157,91.9098,60171548,-0.0014742708769032,0.0293933834647099,-0.0014742708769032,0.1211167236762437,91.9098,92.0,30,0.0821917808219178,0.1211167236762437,0.03,call,1.3415204898026971,0.5239714848555035,0.12477999845637433,-9.135696794351086,10.493035025664444,52.397148485550346,12.477999845637433,-913.5696794351086,1049.3035025664444
2005-05-23,91.9843,92.6083,91.9651,92.4159,66482810,0.0055064857066382,0.0254783077636655,0.0055064857066382,0.1206116264603084,92.4159,92.0,30,0.0821917808219178,0.1206116264603084,0.03,call,1.6173574327875713,0.5866907884690598,0.12188255198609846,-9.149589689987494,10.319353686857253,58.669078846905975,12.188255198609847,-914.9589689987494,1031.9353686857253
2005-05-24,92.1567,92.463,91.9749,92.2142,66100846,-0.002182524868556,0.0165982056828128,-0.002182524868556,0.1141734729113414,92.2142,92.0,30,0.0821917808219178,0.1141734729113414,0.03,call,1.4344669636993288,0.5646399526468913,0.13043122931579162,-8.747990583719753,10.408084157135164,56.463995264689125,13.043122931579163,-874.7990583719753,1040.8084157135163
2005-05-25,92.101,92.4906,91.6895,92.1394,62840231,-0.0008111548980527,0.0053146511325956,-0.0008111548980527,0.1142775070238709,92.1394,92.0,30,0.0821917808219178,0.1142775070238709,0.03,call,1.3936833153537123,0.5548231773002088,0.1309070279676663,-8.748623217473757,10.438614772125845,55.48231773002088,13.090702796766628,-874.8623217473756,1043.8614772125845
2005-05-26,92.4256,92.7385,92.2973,92.616,56457030,0.0051725971734133,0.0061980216306065,0.0051725971734133,0.1017453012357602,92.616,93.0,30,0.0821917808219178,0.1017453012357602,0.03,call,1.0029171303259474,0.4829585697543432,0.14753634433414237,-7.862232866836264,10.583122205348845,48.29585697543432,14.753634433414236,-786.2232866836264,1058.3122205348845
2005-05-27,92.6248,92.7771,92.4351,92.7771,31938170,0.0017394402694999,0.0094364257130359,0.0017394402694999,0.0929026522956763,92.7771,93.0,30,0.0821917808219178,0.0929026522956763,0.03,call,0.9888174914244701,0.50630263753804,0.1614257312676727,-7.375795894593085,10.609889292503002,50.630263753803995,16.14257312676727,-737.5795894593085,1060.9889292503003
2005-05-31,92.6438,92.7002,92.1298,92.195,58235805,-0.0062741775718362,-0.0023902813260489,-0.0062741775718362,0.0962299463320886,92.195,92.0,30,0.0821917808219178,0.0962299463320886,0.03,call,1.237078919095275,0.571391610206922,0.15432954657643244,-7.616984713345305,10.375342721704888,57.1391610206922,15.432954657643243,-761.6984713345305,1037.5342721704887
2005-06-01,92.2321,93.2955,92.1662,92.9691,90578238,0.0083963338575845,0.008186374766576,0.0083963338575845,0.0994491249791426,92.9691,93.0,30,0.0821917808219178,0.0994491249791426,0.03,call,1.1583191334605374,0.5354923399560808,0.14991083190681104,-7.866183077148962,10.591064775344092,53.549233995608084,14.991083190681104,-786.6183077148962,1059.1064775344091
2005-06-02,92.7573,93.2401,92.6618,93.1749,52473180,0.0022136387251248,0.0112384061541532,0.0022136387251248,0.0968649192421626,93.1749,93.0,30,0.0821917808219178,0.0968649192421626,0.03,call,1.2445357990071244,0.5676262570213885,0.15196031217398764,-7.7384707311199605,10.50323200504232,56.76262570213885,15.196031217398765,-773.847073111996,1050.3232005042319
2005-06-03,93.0075,93.2774,92.3681,92.6812,79132178,-0.0052986372939491,0.000703982033342,-0.0052986372939491,0.099588345905399,92.6812,93.0,30,0.0821917808219178,0.099588345905399,0.03,call,1.0118595620795148,0.49216853758427603,0.1507342737955845,-7.758786940861733,10.5982026327754,49.216853758427604,15.07342737955845,-775.8786940861734,1059.82026327754
2005-06-06,92.5987,92.7289,92.2514,92.6083,47090192,-0.0007865672865694,-0.0018194144891358,-0.0007865672865694,0.0985516242967531,92.6083,93.0,30,0.0821917808219178,0.0985516242967531,0.03,call,0.9654125831020792,0.48086316019350817,0.15229376676630713,-7.649773490192701,10.57971891173677,48.08631601935082,15.229376676630713,-764.9773490192702,1057.971891173677
2005-06-07,92.8868,93.5473,92.5987,92.6715,86439762,0.0006824442301607,0.0051683930798851,0.0006824442301607,0.0968753569864876,92.6715,93.0,30,0.0821917808219178,0.0968753569864876,0.03,call,0.9783455729550141,0.49013163182548924,0.15495424048425094,-7.577712117399875,10.595892831704939,49.01316318254892,15.495424048425093,-757.7712117399875,1059.589283170494
2005-06-08,92.9128,93.0449,92.3319,92.5167,64835717,-0.0016704164710832,-0.0048661329409448,-0.0016704164710832,0.0882108154467371,92.5167,93.0,30,0.0821917808219178,0.0882108154467371,0.03,call,0.8130192204672255,0.46180693436880205,0.16972959150809117,-6.909476815744329,10.532902400095091,46.180693436880205,16.972959150809118,-690.9476815744329,1053.290240009509
2005-06-09,92.3777,93.0353,92.1567,92.95,74095502,0.0046834787665361,-0.0024137401811001,0.0046834787665361,0.087734037595269,92.95,93.0,30,0.0821917808219178,0.087734037595269,0.03,call,1.024028843327244,0.5355494381929417,0.16996109986997995,-7.114039366917748,10.588753243450645,53.55494381929417,16.996109986997997,-711.4039366917748,1058.8753243450644
2005-06-10,93.017,93.0735,92.2886,92.7289,47313638,-0.0023786982248521,0.0005146674838045,-0.0023786982248521,0.0762283402762872,92.7289,93.0,30,0.0821917808219178,0.0762283402762872,0.03,call,0.7877626828176574,0.49607965889926786,0.19685358523712934,-6.274258328666977,10.605188667160398,49.60796588992679,19.685358523712935,-627.4258328666976,1060.5188667160398
2005-06-13,92.5451,93.4095,92.4437,93.0353,64161616,0.0033042557390414,0.004610817820865,0.0033042557390414,0.0749825079498353,93.0353,93.0,30,0.0821917808219178,0.0749825079498353,0.03,call,0.935855388047294,0.5568964800147048,0.1974427365946398,-6.330516516403911,10.532344091770153,55.68964800147048,19.74427365946398,-633.0516516403911,1053.2344091770153
2005-06-14,92.931,93.5205,92.8782,93.2497,44069738,0.0023045016246521,0.006239242917186,0.0023045016246521,0.0699153887694046,93.2497,93.0,30,0.0821917808219178,0.0699153887694046,0.03,call,1.0074925016438385,0.6051925340044797,0.2059763633545331,-6.040312786660858,10.292323778075433,60.51925340044797,20.59763633545331,-604.0312786660859,1029.2323778075433
2005-06-15,93.4833,93.5386,92.7573,93.4192,69849454,0.0018177002178023,0.009754995584581,0.0018177002178023,0.067571776184944,93.4192,93.0,30,0.0821917808219178,0.067571776184944,0.03,call,1.0895618027073866,0.6439831153445537,0.20592411213393788,-5.87492304211558,9.980980682394762,64.39831153445536,20.592411213393788,-587.492304211558,998.0980682394762
2005-06-16,93.4192,93.8527,93.2955,93.6622,60481961,0.0026011783444943,0.0076621839698762,0.0026011783444943,0.059046391663249,93.6622,94.0,30,0.0821917808219178,0.059046391663249,0.03,call,0.5811506146231622,0.4766572081473118,0.25118510002355504,-5.163217979851886,10.694102352057218,47.66572081473118,25.118510002355503,-516.3217979851886,1069.4102352057218
2005-06-17,93.778,94.0575,92.9598,93.6525,69674611,-0.0001035636574839,0.009960217364813,-0.0001035636574839,0.0579392075375496,93.6525,94.0,30,0.0821917808219178,0.0579392075375496,0.03,call,0.5647047996932244,0.47360155977217144,0.25588907887717,-5.080764585190975,10.687876881071816,47.36015597721715,25.588907887717,-508.0764585190975,1068.7876881071816
2005-06-20,93.4095,94.0105,93.3052,93.6622,54743056,0.000103574384026,0.0067383025582761,0.000103574384026,0.0573595204686632,93.6622,94.0,30,0.0821917808219178,0.0573595204686632,0.03,call,0.5631122141582239,0.4757761332087561,0.2585380140558801,-5.0510502462389235,10.692691077324554,47.577613320875614,25.853801405588012,-505.10502462389235,1069.2691077324553
2005-06-21,93.7494,93.8621,93.3711,93.7309,51922987,0.0007334869349642,0.0051603383174423,0.0007334869349642,0.054775821540876,93.7309,94.0,30,0.0821917808219178,0.054775821540876,0.03,call,0.56871437841464,0.4929426930270742,0.2709918457523564,-4.940713253927538,10.718625256515656,49.29426930270742,27.09918457523564,-494.0713253927538,1071.8625256515656
2005-06-22,93.8813,94.0766,93.4095,93.8056,60507627,0.0007969623677996,0.0041361947008751,0.0007969623677996,0.0536977623817492,93.8056,94.0,30,0.0821917808219178,0.0536977623817492,0.03,call,0.5947331867341532,0.5133181245237959,0.27610153656180264,-4.92946817752921,10.72286736007417,51.33181245237959,27.610153656180263,-492.946817752921,1072.286736007417
2005-06-23,93.6144,93.8153,92.463,92.481,81419546,-0.0141206921548394,-0.0126112775484668,-0.0141206921548394,0.075537627686733,92.481,92.0,30,0.0821917808219178,0.075537627686733,0.03,call,1.1992354149562274,0.6426245151753457,0.1863262195096729,-6.293423950672504,9.893973397187173,64.26245151753457,18.63262195096729,-629.3423950672504,989.3973397187173
2005-06-24,92.5002,92.5987,91.6981,91.7987,76717789,-0.0073777316421751,-0.0197944528976803,-0.0073777316421751,0.0776771349203511,91.7987,92.0,30,0.0821917808219178,0.0776771349203511,0.03,call,0.8281245265623269,0.5093732946751721,0.19509504836362856,-6.337882312558925,10.496412690244574,50.93732946751721,19.509504836362858,-633.7882312558925,1049.6412690244574
2005-06-27,91.789,92.1394,91.6254,91.9375,66314322,0.0015120039826272,-0.0184140453672879,0.0015120039826272,0.0775969755620388,91.9375,92.0,30,0.0821917808219178,0.0775969755620388,0.03,call,0.8998627930617147,0.536418112265289,0.19424229377402072,-6.395491388980206,10.471342449359858,53.6418112265289,19.42422937740207,-639.5491388980206,1047.1342449359859
2005-06-28,92.1298,92.7672,92.1107,92.6812,55236612,0.0080891910265126,-0.0111990816262299,0.0080891910265126,0.0799940460700579,92.6812,93.0,30,0.0821917808219178,0.0799940460700579,0.03,call,0.8042205505049225,0.48773601703615355,0.18760365037264085,-6.4879565985627465,10.595236009957347,48.773601703615356,18.760365037264084,-648.7956598562746,1059.5236009957348
