Date,Close,return_1d,return_5d,realized_vol_20d,spot,strike,dte,T,sigma,r,option_type,option_price,delta,gamma,theta,vega
1999-04-26,47.9763,0.023112438023138,0.1425621753699086,0.4010876195596216,47.9763,48.0,30,0.0821917808219178,0.4010876195596216,0.03,call,2.2450485553833346,0.5297504890826258,0.07211407220496206,-14.046366074882933,5.471938031493688
1999-04-27,47.2438,-0.0152679552195563,0.1001103747619025,0.3888983197356233,47.2438,47.0,30,0.0821917808219178,0.3888983197356233,0.03,call,2.276981165309916,0.5494481168012121,0.07515566538487777,-13.395519722424904,5.3618643899917435
1999-04-28,45.6229,-0.034309263861078,0.0124742570038702,0.4090093642237979,45.6229,46.0,30,0.0821917808219178,0.4090093642237979,0.03,call,2.009846044837957,0.5037730649233788,0.07456934150645077,-13.611839570722722,5.217803558837995
1999-04-29,45.2479,-0.0082195564069798,-0.0225018632735284,0.4063816559995605,45.2479,45.0,30,0.0821917808219178,0.4063816559995605,0.03,call,2.2778035590939183,0.5503602520443174,0.07507313796689899,-13.370440092104522,5.133858697990716
1999-04-30,45.5453,0.0065726807210941,-0.0287295409713707,0.4002139378381318,45.5453,46.0,30,0.0821917808219178,0.4002139378381318,0.03,call,1.9251620584351024,0.49692000671668124,0.07633912031969796,-13.303244274509954,5.209006325149659
1999-05-03,45.3029,-0.0053221737478948,-0.0557233467357841,0.3776009735550319,45.3029,45.0,30,0.0821917808219178,0.3776009735550319,0.03,call,2.1604719812656654,0.5552254498561393,0.08056544599002212,-12.477701680068716,5.1317125128470105
1999-05-04,44.59,-0.015736299442199,-0.0561724501416057,0.3805918436710541,44.59,45.0,30,0.0821917808219178,0.3805918436710541,0.03,call,1.8005884965640035,0.49731497038459055,0.08199532376191841,-12.418605553795292,5.09978534783453
1999-05-05,45.9379,0.0302287508409957,0.006904427381863,0.3964016193953071,45.9379,46.0,30,0.0821917808219178,0.3964016193953071,0.03,call,2.106132220578221,0.526562776702547,0.07624742986155618,-13.30427462852215,5.242413767070667
1999-05-06,44.275,-0.0361988684724378,-0.021501550348193,0.414489464590879,44.275,44.0,30,0.0821917808219178,0.414489464590879,0.03,call,2.285869923448324,0.5527442140331037,0.07516330890229647,-13.322293028456153,5.019551529241569
1999-05-07,44.9101,0.0143444381705251,-0.0139465543096652,0.4178442180205486,44.9101,45.0,30,0.0821917808219178,0.4178442180205486,0.03,call,2.1549567846037476,0.5254296821759773,0.07400378880251286,-13.67315572622948,5.12607299755769
1999-05-10,45.3605,0.0100289244512927,0.00127144178408,0.4197244957172336,45.3605,45.0,30,0.0821917808219178,0.4197244957172336,0.03,call,2.408724056216858,0.5584210559666105,0.07230419228015074,-13.792065347544916,5.132297836007015
1999-05-11,46.0702,0.0156457711004067,0.0331957838080285,0.4213870309235122,46.0702,46.0,30,0.0821917808219178,0.4213870309235122,0.03,call,2.3075516933574534,0.5372218798666515,0.0713672236104525,-14.121693132202335,5.246244808156143
1999-05-12,47.0285,0.0208008647672466,0.0237407456588134,0.4070836928982353,47.0285,47.0,30,0.0821917808219178,0.4070836928982353,0.03,call,2.257903412175523,0.5337403113514307,0.07242593417085416,-13.957824896085668,5.359551584267157
1999-05-13,46.1515,-0.018648266476711,0.0423828345567476,0.4117782374886135,46.1515,46.0,30,0.0821917808219178,0.4117782374886135,0.03,call,2.30103783959364,0.5429092672473861,0.07279890157998944,-13.828639839650853,5.247932603242131
1999-05-14,45.2742,-0.0190091329642589,0.0081073077102924,0.4033614772628781,45.2742,45.0,30,0.0821917808219178,0.4033614772628781,0.03,call,2.2767999040745828,0.5523793300652142,0.07554151667394923,-13.278342369554817,5.133458781559146
1999-05-17,46.0887,0.0179903786262374,0.0160536149292886,0.3632151745186858,46.0887,46.0,30,0.0821917808219178,0.3632151745186858,0.03,call,2.0122516067115512,0.5375425766497289,0.08275775787744118,-12.278535157814455,5.247953851066129
1999-05-18,45.8959,-0.0041832379737333,-0.0037833567034656,0.3582362635514488,45.8959,46.0,30,0.0821917808219178,0.3582362635514488,0.03,call,1.884057392926671,0.521253698558735,0.08451533827420843,-12.084502344759468,5.241809723257502
1999-05-19,46.5253,0.01371364326661,-0.0106998947446761,0.3180412345625908,46.5253,47.0,30,0.0821917808219178,0.3180412345625908,0.03,call,1.5248655071290145,0.48456439787532424,0.09397190311038225,-10.918169787178892,5.317263805345879
1999-05-20,45.2381,-0.0276666673831227,-0.0197913393930857,0.3194539854364299,45.2381,45.0,30,0.0821917808219178,0.3194539854364299,0.03,call,1.8262494175182873,0.5518497626889061,0.09547604312893775,-10.664027407526833,5.130265314207912
1999-05-21,44.8307,-0.0090056832625596,-0.0097958660782521,0.3162212313261959,44.8307,45.0,30,0.0821917808219178,0.3162212313261959,0.03,call,1.5928330871458591,0.5123452760865297,0.0981118172321074,-10.500087074251912,5.124975289528302
1999-05-24,43.6884,-0.0254803070217506,-0.0520800109354353,0.3119379870398076,43.6884,44.0,30,0.0821917808219178,0.3119379870398076,0.03,call,1.4622723554362196,0.49713425701778496,0.10210576428182055,-10.089464384904327,4.9966530623079635
1999-05-25,42.2562,-0.0327821572774467,-0.0793033800404828,0.3258518633454262,42.2562,42.0,30,0.0821917808219178,0.3258518633454262,0.03,call,1.7539316179282807,0.5549600090386394,0.10010083379852758,-10.140083878246363,4.787041283372868
1999-05-26,43.438,0.0279674935275771,-0.0663574442292688,0.327455026406883,43.438,43.0,30,0.0821917808219178,0.327455026406883,0.03,call,1.90253704362798,0.5718783128790283,0.09623830906824642,-10.423721724212239,4.887285131483266
1999-05-27,43.3918,-0.0010635848795984,-0.0408129430723217,0.3267085527113755,43.3918,43.0,30,0.0821917808219178,0.3267085527113755,0.03,call,1.8725675261828165,0.5674935901324066,0.0967503171727968,-10.4046299761314,4.891664059084845
1999-05-28,44.1171,0.0167151397268607,-0.0159176635653692,0.3321317466391117,44.1171,44.0,30,0.0821917808219178,0.3321317466391117,0.03,call,1.786107728342241,0.5403906301524937,0.09448112104323109,-10.804240973510625,5.019930804069723
1999-06-01,43.1355,-0.0222498758984611,-0.0126555332765677,0.3401334652968905,43.1355,43.0,30,0.0821917808219178,0.3401334652968905,0.03,call,1.796171091851324,0.5423307646181708,0.09430997569993382,-10.798627182456302,4.905746016583761
1999-06-02,43.8637,0.0168816867777121,0.0380417548194111,0.3426510140395757,43.8637,44.0,30,0.0821917808219178,0.3426510140395757,0.03,call,1.7049445976541264,0.5170038590112269,0.09250045389993987,-11.077068989493846,5.012273961195837
1999-06-03,43.2402,-0.0142144871499668,-0.0045536166490169,0.3255065202278505,43.2402,43.0,30,0.0821917808219178,0.3255065202278505,0.03,call,1.7817582473809672,0.5528143841904044,0.09799870688378874,-10.370663458538585,4.902118618138929
1999-06-04,44.5647,0.0306312181719787,0.0270304527583551,0.3210265138150284,44.5647,45.0,30,0.0821917808219178,0.3210265138150284,0.03,call,1.484506848240077,0.48691423670251194,0.09721432499226111,-10.555088035080374,5.094264994442551
1999-06-07,45.4925,0.0208191685347369,0.0311761199172202,0.3255156835073425,45.4925,45.0,30,0.0821917808219178,0.3255156835073425,0.03,call,2.0006864661335726,0.5752363386063947,0.09229285745156568,-10.844605488536903,5.110318966313792
1999-06-08,44.3473,-0.02517338022751,0.0280928701417624,0.3361519742877758,44.3473,44.0,30,0.0821917808219178,0.3361519742877758,0.03,call,1.9331449053905452,0.5617287367616848,0.09222575625660903,-10.937076260253964,5.0113028484977775
1999-06-09,45.0904,0.0167563752471966,0.0279661770438881,0.3368999736234222,45.0904,45.0,30,0.0821917808219178,0.3368999736234222,0.03,call,1.835354938998048,0.5376838062130788,0.09119426175377092,-11.194497190242995,5.13410864994652
1999-06-10,44.5811,-0.0112950872025975,0.0310104948635758,0.3286938741822491,44.5811,45.0,30,0.0821917808219178,0.3286938741822491,0.03,call,1.5315856223847248,0.4896427449300621,0.09493078825150562,-10.80097446115278,5.097164477267341
1999-06-11,43.901,-0.0152553436321668,-0.0148929533913613,0.3266927860159301,43.901,44.0,30,0.0821917808219178,0.3266927860159301,0.03,call,1.64426624053635,0.519582777259253,0.09690769737846819,-10.601788450441637,5.015047319131748
1999-06-14,43.0729,-0.0188628960615933,-0.053186789031159,0.3265939534064538,43.0729,43.0,30,0.0821917808219178,0.3265939534064538,0.03,call,1.6959828235044156,0.5363497235106222,0.09850898797520992,-10.389171213820472,4.905921708116849
1999-06-15,43.7139,0.0148817469917281,-0.014282718451856,0.3242116829801639,43.7139,44.0,30,0.0821917808219178,0.3242116829801639,0.03,call,1.536347181799524,0.5011243932255514,0.09818517775424802,-10.47189750914139,4.999678639972406
1999-06-16,45.9645,0.0514847680028549,0.0193855011266255,0.3762850015875088,45.9645,46.0,30,0.0821917808219178,0.3762850015875088,0.03,call,2.014674364039582,0.5277595572676004,0.08026077391331654,-12.672031672415175,5.2443748001074635
1999-06-17,46.4724,0.0110498319355154,0.0424238073982023,0.3751463988183839,46.4724,46.0,30,0.0821917808219178,0.3751463988183839,0.03,call,2.2870409567833256,0.5681634485261142,0.0786499166168362,-12.676041716624285,5.237422887799592
1999-06-18,46.6799,0.0044650157943209,0.0632992414751372,0.3605357238514208,46.6799,47.0,30,0.0821917808219178,0.3605357238514208,0.03,call,1.8277735930554222,0.5037581119932572,0.08267960250290586,-12.35976346642526,5.338692510152786
1999-06-21,48.0828,0.0300536205090413,0.1163121127205273,0.3714824426568808,48.0828,48.0,30,0.0821917808219178,0.3714824426568808,0.03,call,2.1397710865011312,0.5368837412658741,0.07757225354302295,-13.084890914836876,5.475863213814017
1999-06-22,46.6369,-0.0300710441155673,0.066866603071334,0.3765983032785394,46.6369,47.0,30,0.0821917808219178,0.3765983032785394,0.03,call,1.8918660388886614,0.5019905109507267,0.07922868194881098,-12.86550640059993,5.33394495789728
1999-06-23,47.3641,0.0155928031237069,0.0304495860936158,0.3531388307520323,47.3641,47.0,30,0.0821917808219178,0.3531388307520323,0.03,call,2.152045167350906,0.5600906452303013,0.08225018267463624,-12.236543430710855,5.3556145763561585
1999-06-24,46.4294,-0.0197343557673427,-0.0009252803814737,0.3542952726187791,46.4294,46.0,30,0.0821917808219178,0.3542952726187791,0.03,call,2.1534500646720716,0.5661331698006806,0.08342858751780323,-12.011556895493253,5.237147208300017
1999-06-25,46.3679,-0.0013245917457473,-0.0066838189456276,0.3543417606599979,46.3679,46.0,30,0.0821917808219178,0.3543417606599979,0.03,call,2.119034481055987,0.5609907884416708,0.08370296597177038,-12.014496889339004,5.241148085827557
1999-06-28,47.4652,0.0236650786427681,-0.0128445098871112,0.3585977895972708,47.4652,47.0,30,0.0821917808219178,0.3585977895972708,0.03,call,2.2382914856562373,0.567963144714717,0.08056551069373193,-12.411986270569564,5.349778403317144
1999-06-29,48.1169,0.013730059074859,0.0317345278095242,0.3463252168363006,48.1169,48.0,30,0.0821917808219178,0.3463252168363006,0.03,call,2.02035432246106,0.5394218719701688,0.0830972841553595,-12.255777861124923,5.476393095240958
1999-06-30,48.8601,0.0154457165777512,0.0315851034855514,0.3457475498802078,48.8601,49.0,30,0.0821917808219178,0.3457475498802078,0.03,call,1.9221271823377784,0.5181823685830047,0.0822869631267073,-12.443507922513662,5.582480812461448
1999-07-01,49.1891,0.0067335105740675,0.0594386315567292,0.3377013539845326,49.1891,49.0,30,0.0821917808219178,0.3377013539845326,0.03,call,2.052069647100293,0.5452466354049771,0.08323172929318022,-12.226226466811905,5.589691804195078
1999-07-02,49.8145,0.0127141988773935,0.0743315957807018,0.3266550329644913,49.8145,50.0,30,0.0821917808219178,0.3266550329644913,0.03,call,1.8305672358148044,0.5133479559957976,0.08546879131056778,-12.027593807288701,5.694254289829745
1999-07-06,49.4915,-0.0064840558471931,0.0426902235743238,0.324356175692684,49.4915,49.0,30,0.0821917808219178,0.324356175692684,0.03,call,2.1463947994566936,0.5715577811918375,0.08528659713176721,-11.773180006697599,5.569197014798892
1999-07-07,49.5737,0.0016608912641564,0.0302762646803929,0.305312819401196,49.5737,50.0,30,0.0821917808219178,0.305312819401196,0.03,call,1.5884572535944521,0.48967323993559647,0.09190813730744,-11.207886860714748,5.66800288888974
1999-07-08,50.2343,0.0133256141865545,0.0281251982701631,0.3039136711847535,50.2343,50.0,30,0.0821917808219178,0.3039136711847535,0.03,call,1.9239131430944667,0.5499444827296287,0.09043238952685898,-11.309962714848682,5.700373904096278
1999-07-09,50.7386,0.0100389574454107,0.0315008812928065,0.2975625902939536,50.7386,51.0,30,0.0821917808219178,0.2975625902939536,0.03,call,1.6615300124047252,0.5045166966410697,0.09216185872681867,-11.222111542799139,5.802763966739692
1999-07-12,50.4744,-0.0052070809994756,0.0132471469150547,0.2897852696470693,50.4744,50.0,30,0.0821917808219178,0.2897852696470693,0.03,call,1.9783358659963461,0.5733405661301779,0.09352457312416425,-10.813212099920959,5.675090097046812
1999-07-13,50.2343,-0.0047568668473524,0.0150086378469029,0.2770309876302705,50.2343,50.0,30,0.0821917808219178,0.2770309876302705,0.03,call,1.7707092462511937,0.5515666590361791,0.09915594814302571,-10.379762645879024,5.6973935816728485
1999-07-14,51.0942,0.0171177860545483,0.0306715052537938,0.2778946999510996,51.0942,51.0,30,0.0821917808219178,0.2778946999510996,0.03,call,1.7323107816265484,0.5374244029046035,0.09757250387327984,-10.607416271558517,5.818074945672453
1999-07-15,51.555,0.0090186361661401,0.0262908013050844,0.2256889418185385,51.555,52.0,30,0.0821917808219178,0.2256889418185385,0.03,call,1.1821461738239272,0.47513409324483863,0.11936310093965068,-8.779232072986744,5.8850525577707025
1999-07-16,52.0386,0.0093802734943264,0.0256215189224773,0.2252563173858311,52.0386,52.0,30,0.0821917808219178,0.2252563173858311,0.03,call,1.423286587182833,0.5326614464608018,0.11831356742459465,-8.917357197269272,5.931863214693035
1999-07-19,51.5051,-0.0102520052422625,0.0204202526429237,0.2323320955512243,51.5051,52.0,30,0.0821917808219178,0.2323320955512243,0.03,call,1.1976083515915903,0.4708044942085765,0.11597686942005292,-8.995019224133426,5.875021373335564
1999-07-20,49.517,-0.0386000609648363,-0.0142790881927287,0.2603827590185722,49.517,50.0,30,0.0821917808219178,0.2603827590185722,0.03,call,1.3066919533170633,0.4762059860309586,0.10773478647955655,-9.623073315490322,5.653341491790045
1999-07-21,49.753,0.004766039945877,-0.0262495547439827,0.231999849026954,49.753,50.0,30,0.0821917808219178,0.231999849026954,0.03,call,1.2605648548742536,0.4983532690000054,0.12055499119891808,-8.737011366543495,5.690361194533001
1999-07-22,48.493,-0.0253251060237573,-0.059392881388808,0.2482382867722548,48.493,48.0,30,0.0821917808219178,0.2482382867722548,0.03,call,1.6951021339686108,0.5846537799511893,0.11298502779010125,-8.98597430555544,5.420959430563944
1999-07-23,48.5644,0.0014723774565401,-0.0667619805298375,0.235496609353461,48.5644,49.0,30,0.0821917808219178,0.235496609353461,0.03,call,1.1605925682779166,0.4752887678119953,0.12143921959830697,-8.599727226505957,5.543806604969585
1999-07-26,47.3729,-0.0245344326296628,-0.080228948201246,0.2539926140188586,47.3729,47.0,30,0.0821917808219178,0.2539926140188586,0.03,call,1.6269503805894843,0.570952199624355,0.1138158694520032,-9.001629685387549,5.3322713446764425
1999-07-27,48.3225,0.020045215724602,-0.0241230284548741,0.2500395631972442,48.3225,48.0,30,0.0821917808219178,0.2500395631972442,0.03,call,1.6068906507135274,0.5649979443923397,0.11363759193430628,-9.06570175100987,5.453281710134637
1999-07-28,49.2703,0.0196140514253195,-0.0097019275219585,0.2548345886099268,49.2703,49.0,30,0.0821917808219178,0.2548345886099268,0.03,call,1.6340054393225998,0.5578725182031599,0.10966052795711291,-9.419431737512866,5.575804143902414
1999-07-29,48.2218,-0.021280568618417,-0.0055925597508919,0.2610810553195014,48.2218,48.0,30,0.0821917808219178,0.2610810553195014,0.03,call,1.6109316790825545,0.5524921451315368,0.10957104331268887,-9.434607907829841,5.467469658859277
1999-07-30,47.986,-0.0048899045659848,-0.0119099587352052,0.2600515785342552,47.986,48.0,30,0.0821917808219178,0.2600515785342552,0.03,call,1.4780752552182577,0.5264853283181055,0.11126622283354616,-9.376837267344854,5.476212966014572
1999-08-02,47.849,-0.0028549993748177,0.0100500497119659,0.2548965546751745,47.849,48.0,30,0.0821917808219178,0.2548965546751745,0.03,call,1.3787918574811826,0.5108355475063232,0.11405092446728372,-9.174788807025058,5.470624387868578
1999-08-03,47.5385,-0.0064891638278751,-0.0162243261420662,0.2548977770809303,47.5385,48.0,30,0.0821917808219178,0.2548977770809303,0.03,call,1.2256946249992176,0.4753115961719653,0.11461769597930144,-9.055915086291893,5.426715585330632
1999-08-04,46.6799,-0.0180611504359623,-0.0525752836901742,0.260801453798715,46.6799,47.0,30,0.0821917808219178,0.260801453798715,0.03,call,1.2953262545109432,0.4916079497494371,0.11427726642404817,-9.118149020109854,5.337748110978384
1999-08-05,47.4193,0.0158397940012724,-0.0166418507811819,0.263015973430298,47.4193,47.0,30,0.0821917808219178,0.263015973430298,0.03,call,1.7016259670352767,0.5746363288414226,0.10961454761905375,-9.291776796751225,5.328303916679284
1999-08-06,46.9102,-0.0107361348649177,-0.0224190388863416,0.2599402743027461,46.9102,47.0,30,0.0821917808219178,0.2599402743027461,0.03,call,1.4069535827035367,0.5178210880230659,0.11400434687518302,-9.16217637620828,5.359915501447091
1999-08-09,46.3078,-0.0128415568469117,-0.0322096595540135,0.261898825606653,46.3078,46.0,30,0.0821917808219178,0.261898825606653,0.03,call,1.6012239316688976,0.5632453767292128,0.11329336377763971,-9.066454698572253,5.229675124862655
1999-08-10,45.8959,-0.0088948298126881,-0.0345530464781177,0.2624334879318971,45.8959,46.0,30,0.0821917808219178,0.2624334879318971,0.03,call,1.381716501105867,0.5160645955946808,0.11543843510232539,-9.042600131523356,5.245004375569764
1999-08-11,47.3928,0.0326151137683323,0.0152720978408265,0.28413546940468,47.3928,47.0,30,0.0821917808219178,0.28413546940468,0.03,call,1.7991378622739163,0.5687410479440422,0.10179964944495533,-9.984445022520775,5.339798386350849
1999-08-12,46.8397,-0.0116705491129454,-0.0122228712781504,0.281426476209458,46.8397,47.0,30,0.0821917808219178,0.281426476209458,0.03,call,1.485796121841549,0.5113913749667625,0.10552119934979538,-9.841885839661591,5.35502214945824
1999-08-13,48.8835,0.0436339259218141,0.0420654782968308,0.3266788867755892,48.8835,49.0,30,0.0821917808219178,0.3266788867755892,0.03,call,1.827791362685307,0.5190380762107523,0.08703974674044679,-11.804584105776428,5.584594735020607
1999-08-16,49.2703,0.0079126903760982,0.063974103714709,0.3276350562571936,49.2703,49.0,30,0.0821917808219178,0.3276350562571936,0.03,call,2.0403784428558467,0.552421882062075,0.08545730210017638,-11.889818257268514,5.5864812524693175
1999-08-17,49.517,0.00500707322667,0.0788981150821752,0.298302171508184,49.517,50.0,30,0.0821917808219178,0.298302171508184,0.03,call,1.5211687796628155,0.48328449785925426,0.09412471840807153,-10.94050910140443,5.658445600283115
1999-08-18,48.9658,-0.0111315305854555,0.0331906956330918,0.3003813065051615,48.9658,49.0,30,0.0821917808219178,0.3003813065051615,0.03,call,1.7238335891973122,0.5253490237673702,0.09441744001720981,-10.933018597939453,5.589065791953361
1999-08-19,48.3774,-0.0120165503269629,0.0328289890840463,0.2893821671358193,48.3774,48.0,30,0.0821917808219178,0.2893821671358193,0.03,call,1.852565106639151,0.5657652555091346,0.09804522980668495,-10.373354860518146,5.457725283321967
1999-08-20,49.1449,0.0158648459818013,0.0053474076119754,0.2947881631099014,49.1449,49.0,30,0.0821917808219178,0.2947881631099014,0.03,call,1.7881728984613616,0.5423560967901926,0.09551033918389648,-10.768967925974488,5.5891495459749425
1999-08-23,50.7102,0.0318507108570778,0.0292245023878483,0.2985490685766914,50.7102,51.0,30,0.0821917808219178,0.2985490685766914,0.03,call,1.6529603077485255,0.5020048544912519,0.09191350816470621,-11.247583514782693,5.799814458200705
1999-08-24,51.0566,0.0068309728614757,0.0310923521214936,0.2925043148690177,51.0566,51.0,30,0.0821917808219178,0.2925043148690177,0.03,call,1.7971807187200675,0.5336943585284123,0.0928451065039732,-11.117285620127493,5.818666513345797
1999-08-25,52.1423,0.021264635718007,0.0648718084867396,0.2938098824870501,52.1423,52.0,30,0.0821917808219178,0.2938098824870501,0.03,call,1.8856343868971486,0.5413490366136697,0.09034376016106446,-11.392088628394168,5.931619987860728
1999-08-26,51.269,-0.016748398133569,0.0597717115843348,0.2892477977190156,51.269,51.0,30,0.0821917808219178,0.2892477977190156,0.03,call,1.8937014510021548,0.5535501678695486,0.09298968276829077,-11.019382303831055,5.8108934293962635
1999-08-27,50.7631,-0.0098675612943494,0.0329271195993887,0.2916296683911194,50.7631,51.0,30,0.0821917808219178,0.2916296683911194,0.03,call,1.639476725734152,0.5062264536763952,0.09398599240354254,-11.020691234375995,5.805230886527703
1999-08-30,50.0475,-0.0140968538170442,-0.0130683767762699,0.2972858671748433,50.0475,50.0,30,0.0821917808219178,0.2972858671748433,0.03,call,1.7849572624632764,0.5329496205654582,0.09320829591401975,-11.063265661495512,5.704557976802097
1999-08-31,50.5996,0.0110315200559469,-0.0089508506246009,0.2968320634547683,50.5996,51.0,30,0.0821917808219178,0.2968320634547683,0.03,call,1.588066563103535,0.49158440505305184,0.09262779661149223,-11.146432006204996,5.785950343444908
1999-09-01,50.9656,0.0072332587609387,-0.022567090442884,0.2860863158912662,50.9656,51.0,30,0.0821917808219178,0.2860863158912662,0.03,call,1.7116625743030873,0.525055415695226,0.09524978330905749,-10.876149809629535,5.817598623338554
1999-09-02,50.7886,-0.0034729307611408,-0.0093701847120091,0.2841888439269423,50.7886,51.0,30,0.0821917808219178,0.2841888439269423,0.03,call,1.6092027552205295,0.5079861081830933,0.09639079785774926,-10.766146403366854,5.807690629083651
1999-09-03,53.1203,0.0459099089165677,0.046435304384484,0.3157050277821474,53.1203,53.0,30,0.0821917808219178,0.3157050277821474,0.03,call,2.04092171173923,0.538854191506001,0.08258241625886244,-12.410420332888638,6.046701256628047
1999-09-07,52.8884,-0.0043655626944878,0.0567640741295769,0.310232195103603,52.8884,53.0,30,0.0821917808219178,0.310232195103603,0.03,call,1.8851224998535692,0.5193387765263616,0.08471063071055335,-12.17001997681917,6.041906899374832
1999-09-08,52.161,-0.0137534884776244,0.0308579514462565,0.3139585611574027,52.161,52.0,30,0.0821917808219178,0.3139585611574027,0.03,call,2.0152859130432965,0.5425040125430122,0.08448962627939388,-12.117945216862417,5.9319287661997455
