date,open,high,low,close,volume,return_1d,return_5d,realized_vol_20d,spot,strike,dte,T,sigma,r,option_type
2005-04-27,49.385,49.9556,48.9604,49.5994,39065585.777169,-0.0003385990865886,0.0024455115767689,0.1969554704510437,49.5994,50,30,0.0821917808219178,0.1969554704510437,0.03,call
2005-04-28,49.394,49.4099,48.3333,48.3333,35848489.285155,-0.0255265184659492,-0.0464152752540646,0.213371327101466,48.3333,48,30,0.0821917808219178,0.213371327101466,0.03,call
2005-04-29,48.8483,49.0477,47.9999,48.9604,67662887.577998,0.0129744917065459,-0.0182059544841111,0.2211489428224116,48.9604,49,30,0.0821917808219178,0.2211489428224116,0.03,call
2005-05-02,49.0933,49.4873,48.882,49.4596,29496904.176769,0.0101959951307588,-0.0172704296545913,0.2247412806988245,49.4596,49,30,0.0821917808219178,0.2247412806988245,0.03,call
2005-05-03,49.4426,49.8336,49.138,49.7096,29554337.35547,0.0050546304458587,0.0018824496837726,0.2258117488838416,49.7096,50,30,0.0821917808219178,0.2258117488838416,0.03,call
2005-05-04,49.6084,50.3605,49.4694,50.2652,27694403.938139,0.0111769155253713,0.0134235494784209,0.2301343403490729,50.2652,50,30,0.0821917808219178,0.2301343403490729,0.03,call
2005-05-05,50.3039,50.6254,49.8504,50.2553,49315679.304677,-0.0001969553488297,0.0397655446658928,0.2291952395215445,50.2553,50,30,0.0821917808219178,0.2291952395215445,0.03,call
2005-05-06,50.6859,50.7535,50.2007,50.428,27506104.662696,0.0034364534685893,0.0299752453002835,0.2243527206550598,50.428,50,30,0.0821917808219178,0.2243527206550598,0.03,call
2005-05-09,50.412,50.9866,50.158,50.9161,22808032.550254,0.0096791465059093,0.0294482769775736,0.226909018680601,50.9161,51,30,0.0821917808219178,0.226909018680601,0.03,call
2005-05-10,50.6254,50.6859,50.1481,50.3039,34979246.706867,-0.0120237017367788,0.0119554371791363,0.2276045329786445,50.3039,50,30,0.0821917808219178,0.2276045329786445,0.03,call
2005-05-11,50.4537,50.4894,49.7165,50.3288,37778089.493926,0.0004949914420153,0.0012652889076338,0.2191753044820881,50.3288,50,30,0.0821917808219178,0.2191753044820881,0.03,call
2005-05-12,50.4716,50.6254,49.4426,49.5398,35837657.514029,-0.015676908648726,-0.0142373043241209,0.2142193756714237,49.5398,50,30,0.0821917808219178,0.2142193756714237,0.03,call
2005-05-13,49.7096,49.7899,48.8155,49.3593,43952903.483726,-0.0036435350970331,-0.0211925914174664,0.2087710628959724,49.3593,49,30,0.0821917808219178,0.2087710628959724,0.03,call
2005-05-16,49.2998,50.1303,49.2402,50.1124,36898491.831127,0.0152575097296761,-0.015784791058231,0.2144828059328023,50.1124,50,30,0.0821917808219178,0.2144828059328023,0.03,call
2005-05-17,49.9318,50.428,49.6421,50.421,26704894.233795,0.0061581564642683,0.0023278513196789,0.2072991591066579,50.421,50,30,0.0821917808219178,0.2072991591066579,0.03,call
2005-05-18,50.6611,51.4569,50.6432,51.4252,43261607.111959,0.0199163047143053,0.0217847435265692,0.2095772118134772,51.4252,51,30,0.0821917808219178,0.2095772118134772,0.03,call
2005-05-19,51.3626,51.7229,51.2714,51.5551,31458991.636563,0.0025259989265964,0.0406804226096997,0.1922486427388668,51.5551,52,30,0.0821917808219178,0.1922486427388668,0.03,call
2005-05-20,51.5363,51.5958,51.1424,51.4936,27262494.622953,-0.0011928984717322,0.0432400783641584,0.1816993051911535,51.4936,51,30,0.0821917808219178,0.1816993051911535,0.03,call
2005-05-23,51.5551,52.0454,51.5106,51.83,32337640.965102,0.0065328506843569,0.0342749499125965,0.1804559260394409,51.83,52,30,0.0821917808219178,0.1804559260394409,0.03,call
2005-05-24,51.6455,51.9342,51.5174,51.6227,25849070.434121,-0.0039996141230946,0.0238333234168304,0.1721517225900674,51.6227,52,30,0.0821917808219178,0.1721517225900674,0.03,call
2005-05-25,51.6385,51.6604,51.1057,51.2397,26425501.456279,-0.0074192167399226,-0.0036071809151932,0.1752561485503434,51.2397,51,30,0.0821917808219178,0.1752561485503434,0.03,call
2005-05-26,51.447,52.0037,51.447,51.9441,23596061.032158,0.0137471530863764,0.0075453252927448,0.1476461873466367,51.9441,52,30,0.0821917808219178,0.1476461873466367,0.03,call
2005-05-27,52.087,52.2914,51.7466,52.2408,17765127.557366,0.0057119095335178,0.014510541115789,0.1437623187022229,52.2408,52,30,0.0821917808219178,0.1437623187022229,0.03,call
2005-05-31,52.2756,52.4283,51.9511,52.1188,22687989.154492,-0.0023353394281864,0.0055720625120587,0.1426518033296696,52.1188,52,30,0.0821917808219178,0.1426518033296696,0.03,call
2005-06-01,52.1188,52.8927,52.1019,52.7161,31349300.301929,0.0114603559560082,0.0211806046564786,0.1458541066178615,52.7161,53,30,0.0821917808219178,0.1458541066178615,0.03,call
2005-06-02,52.7161,52.9671,52.5464,52.861,16963917.128465,0.0027486858853367,0.0316414811171805,0.142604297727702,52.861,53,30,0.0821917808219178,0.142604297727702,0.03,call
2005-06-03,52.8113,53.0307,52.2994,52.478,25653707.529741,-0.0072454172263104,0.0102783569260032,0.1465512088085751,52.478,52,30,0.0821917808219178,0.1465512088085751,0.03,call
2005-06-06,52.4542,52.7349,52.2756,52.6635,22212765.856126,0.0035348145889706,0.008091376854872,0.1465625718724412,52.6635,53,30,0.0821917808219178,0.1465625718724412,0.03,call
2005-06-07,52.854,53.4305,52.6556,52.7776,29801008.065935,0.0021665859656119,0.0126403524256122,0.1438873486171954,52.7776,53,30,0.0821917808219178,0.1438873486171954,0.03,call
2005-06-08,52.8849,52.994,52.3559,52.4452,21284685.234142,-0.0062981264778997,-0.0051388475247599,0.1378827232857571,52.4452,52,30,0.0821917808219178,0.1378827232857571,0.03,call
2005-06-09,52.4016,53.0396,52.1366,52.9523,25672068.530684,0.0096691403598423,0.0017271712604756,0.1402716284327443,52.9523,53,30,0.0821917808219178,0.1402716284327443,0.03,call
2005-06-10,53.0654,53.1498,52.7518,53.0654,23480377.353728,0.002135884560255,0.0111932619383359,0.1226665726961712,53.0654,53,30,0.0821917808219178,0.1226665726961712,0.03,call
2005-06-13,52.9066,53.376,52.7935,53.3016,25910144.772953,0.0044511112702438,0.0121165513116294,0.1197702810897089,53.3016,53,30,0.0821917808219178,0.1197702810897089,0.03,call
2005-06-14,53.2777,53.7629,53.0832,53.7629,18774062.493235,0.008654524442043,0.0186689049899957,0.1135817765151793,53.7629,54,30,0.0821917808219178,0.1135817765151793,0.03,call
2005-06-15,53.8969,53.9396,53.2252,53.9049,24219218.428361,0.0026412265707391,0.0278328617299581,0.1131944740293448,53.9049,54,30,0.0821917808219178,0.1131944740293448,0.03,call
2005-06-16,53.9396,54.4992,53.8126,54.4298,25920038.28776,0.0097375192236699,0.0279024707142088,0.0982391445826823,54.4298,54,30,0.0821917808219178,0.0982391445826823,0.03,call
2005-06-17,54.653,54.9339,54.279,54.397,24672905.166533,-0.0006026110696714,0.0250935637910956,0.0990055171365491,54.397,54,30,0.0821917808219178,0.0990055171365491,0.03,call
2005-06-20,54.143,54.3881,54.0061,54.1112,20182309.643709,-0.0052539662113719,0.0151890374772989,0.1021263380626839,54.1112,54,30,0.0821917808219178,0.1021263380626839,0.03,call
2005-06-21,54.2571,54.3722,53.9803,54.265,16240844.000523,0.0028422951255933,0.0093391539518887,0.1010286272160225,54.265,54,30,0.0821917808219178,0.1010286272160225,0.03,call
2005-06-22,54.3554,54.5687,53.9466,54.3881,18503148.287591,0.0022684971897171,0.0089639346330296,0.098242085648614,54.3881,54,30,0.0821917808219178,0.098242085648614,0.03,call
2005-06-23,54.3047,54.4744,53.4305,53.4305,23128491.930078,-0.0176067926623654,-0.0183594281073969,0.1169406333452894,53.4305,53,30,0.0821917808219178,0.1169406333452894,0.03,call
2005-06-24,53.4802,53.5496,52.7429,52.861,29619064.947962,-0.0106587061696972,-0.0282368512969465,0.1168492588264949,52.861,53,30,0.0821917808219178,0.1168492588264949,0.03,call
2005-06-27,52.9166,53.1825,52.7698,52.994,24715858.359421,0.0025160326138362,-0.0206463726548292,0.1156486215874781,52.994,53,30,0.0821917808219178,0.1156486215874781,0.03,call
2005-06-28,53.3363,54.265,53.2936,53.8215,24217926.436307,0.0156149752802203,-0.0081728554316778,0.1263706646229195,53.8215,54,30,0.0821917808219178,0.1263706646229195,0.03,call
2005-06-29,54.265,54.4298,54.0685,54.2482,20165244.665994,0.007928058489637,-0.0025722538570018,0.1233145912415087,54.2482,54,30,0.0821917808219178,0.1233145912415087,0.03,call
2005-06-30,54.4387,54.6292,53.8702,54.1291,33392117.109141,-0.0021954645499757,0.0130749291135212,0.1238780293812689,54.1291,54,30,0.0821917808219178,0.1238780293812689,0.03,call
2005-07-01,54.1291,54.4218,53.9049,54.3643,17641557.890002,0.0043451673868584,0.0284387355517301,0.1201552143594482,54.3643,54,30,0.0821917808219178,0.1201552143594482,0.03,call
2005-07-05,54.2204,55.2752,54.1758,55.2226,31397553.484057,0.0157879343613362,0.042053817413292,0.1299795299463712,55.2226,55,30,0.0821917808219178,0.1299795299463712,0.03,call
2005-07-06,55.2405,55.3516,54.7037,54.7215,24825071.999645,-0.0090741833959284,0.0167219419748612,0.1362295291821244,54.7215,55,30,0.0821917808219178,0.1362295291821244,0.03,call
2005-07-07,54.1192,54.9666,53.9297,54.8753,39383222.325684,0.0028105954697879,0.01155983055659,0.1328017781473847,54.8753,55,30,0.0821917808219178,0.1328017781473847,0.03,call
2005-07-08,54.9259,56.0988,54.8495,56.0571,29383568.658622,0.0215361009415893,0.0356185489875131,0.1474117871415843,56.0571,56,30,0.0821917808219178,0.1474117871415843,0.03,call
2005-07-11,56.0898,56.9203,56.065,56.7457,42005180.113423,0.0122839033770922,0.0438044819854206,0.151075343049755,56.7457,57,30,0.0821917808219178,0.151075343049755,0.03,call
2005-07-12,56.6584,57.0493,56.3607,56.5651,30203028.22332,-0.0031826200046874,0.0243106988805308,0.1527921161043455,56.5651,57,30,0.0821917808219178,0.1527921161043455,0.03,call
2005-07-13,56.6326,56.7794,56.2089,56.4391,19986365.242125,-0.0022275219172245,0.0313880284714418,0.1523513559484048,56.4391,56,30,0.0821917808219178,0.1523513559484048,0.03,call
2005-07-14,56.8439,56.9908,55.8963,56.0293,30658476.585602,-0.0072609237213209,0.0210294977886225,0.1562141893583095,56.0293,56,30,0.0821917808219178,0.1562141893583095,0.03,call
2005-07-15,56.0383,56.2506,55.5887,56.0809,18470313.347597,0.0009209467189488,0.0004245670931961,0.1535191592218119,56.0809,56,30,0.0821917808219178,0.1535191592218119,0.03,call
2005-07-18,56.0026,56.1504,55.5451,55.7594,16971330.46196,-0.0057327895950314,-0.0173810526612588,0.1555354254528366,55.7594,56,30,0.0821917808219178,0.1555354254528366,0.03,call
2005-07-19,55.9876,56.6326,55.8685,56.5374,16546836.495857,0.0139528043702048,-0.0004897012468819,0.1597150102596937,56.5374,57,30,0.0821917808219178,0.1597150102596937,0.03,call
2005-07-20,56.2903,57.3986,56.2416,57.2269,28121611.893788,0.0121954670713546,0.0139584082666095,0.1635840476830029,57.2269,57,30,0.0821917808219178,0.1635840476830029,0.03,call
2005-07-21,57.3133,57.3133,56.2675,56.3339,49364989.662829,-0.015604549608663,0.0054364412905389,0.1760527936377538,56.3339,56,30,0.0821917808219178,0.1760527936377538,0.03,call
2005-07-22,56.4639,57.2895,56.3429,57.2012,32930667.332917,0.0153957031201461,0.0199764982373678,0.1664735170629577,57.2012,57,30,0.0821917808219178,0.1664735170629577,0.03,call
2005-07-25,57.1853,57.5098,56.5989,56.8291,26611919.180112,-0.0065051082844416,0.0191842092992391,0.1624019280943203,56.8291,57,30,0.0821917808219178,0.1624019280943203,0.03,call
2005-07-26,56.8529,57.2448,56.581,56.9997,25854598.184831,0.00300198313892,0.0081768882191257,0.1623650798399563,56.9997,57,30,0.0821917808219178,0.1623650798399563,0.03,call
2005-07-27,57.1417,57.2012,56.4639,57.1595,30769691.704934,0.0028035235273169,-0.001177767798011,0.1561446264467051,57.1595,57,30,0.0821917808219178,0.1561446264467051,0.03,call
2005-07-28,57.2448,57.7827,56.9442,57.7499,25205194.806544,0.0103289916811728,0.0251358418288099,0.1573654348517294,57.7499,58,30,0.0821917808219178,0.1573654348517294,0.03,call
2005-07-29,57.7827,57.9999,57.3063,57.6864,29205039.947104,-0.0010995690035826,0.0084823395313384,0.1569164634862743,57.6864,58,30,0.0821917808219178,0.1569164634862743,0.03,call
2005-08-01,57.731,57.991,57.5415,57.6616,26747849.442272,-0.0004299106895212,0.014649185012608,0.1573826587150192,57.6616,58,30,0.0821917808219178,0.1573826587150192,0.03,call
2005-08-02,57.8054,58.2202,57.7827,58.0962,19447114.768176,0.0075370784022643,0.0192369433523336,0.1510865714714224,58.0962,58,30,0.0821917808219178,0.1510865714714224,0.03,call
2005-08-03,57.9057,58.0456,57.6685,57.8054,20102990.200257,-0.0050054908926918,0.0112999588869742,0.1475725596826695,57.8054,58,30,0.0821917808219178,0.1475725596826695,0.03,call
2005-08-04,57.4076,57.608,56.7457,56.837,22656215.421699,-0.0167527601227566,-0.0158078195806398,0.1630558010607245,56.837,57,30,0.0821917808219178,0.1630558010607245,0.03,call
2005-08-05,56.7279,56.7794,55.7901,56.0571,39114663.334881,-0.013721695374492,-0.0282440921950407,0.1542701968794481,56.0571,56,30,0.0821917808219178,0.1542701968794481,0.03,call
2005-08-08,56.2238,56.3964,55.6721,55.8616,23875449.778498,-0.0034875154083959,-0.0312166155639107,0.1476925735518734,55.8616,56,30,0.0821917808219178,0.1476925735518734,0.03,call
2005-08-09,55.9876,56.1404,55.6156,55.943,25025606.903413,0.0014571727268821,-0.0370626650280053,0.1475946162328205,55.943,56,30,0.0821917808219178,0.1475946162328205,0.03,call
2005-08-10,56.1157,56.5899,55.1224,55.8685,32530765.558758,-0.001331712636076,-0.0335072501876987,0.1474907110938296,55.8685,56,30,0.0821917808219178,0.1474907110938296,0.03,call
2005-08-11,55.7167,56.4223,55.6989,56.3508,27734890.051038,0.0086327715975909,-0.0085542868202052,0.1485665818731615,56.3508,56,30,0.0821917808219178,0.1485665818731615,0.03,call
2005-08-12,56.1157,56.1404,55.3446,55.6721,30038499.787619,-0.0120441945810884,-0.0068679970958183,0.1548742070740687,55.6721,56,30,0.0821917808219178,0.1548742070740687,0.03,call
2005-08-15,55.7822,56.4977,55.4428,56.2675,27882114.66182,0.0106947645229835,0.0072661721110744,0.1582018837526996,56.2675,56,30,0.0821917808219178,0.1582018837526996,0.03,call
2005-08-16,56.1404,56.1504,55.2822,55.2822,22101083.120325,-0.017510996578842,-0.0118120229519331,0.162093325700997,55.2822,55,30,0.0821917808219178,0.162093325700997,0.03,call
2005-08-17,55.2305,55.7326,55.0965,55.2126,24913337.631438,-0.0012589947578063,-0.0117400681958527,0.1543369662339658,55.2126,55,30,0.0821917808219178,0.1543369662339658,0.03,call
2005-08-18,55.0331,55.3605,54.7811,55.0331,27528350.709945,-0.0032510695022514,-0.0233838738757924,0.1456059968998065,55.0331,55,30,0.0821917808219178,0.1456059968998065,0.03,call
2005-08-19,55.2752,55.3684,54.9844,55.3257,24141192.992549,0.0053168002529386,-0.0062221471796465,0.1344006245215429,55.3257,55,30,0.0821917808219178,0.1344006245215429,0.03,call
2005-08-22,55.435,55.69,55.1224,55.6373,26095387.408852,0.0056321022598901,-0.0112000710889944,0.1354640438570095,55.6373,56,30,0.0821917808219178,0.1354640438570095,0.03,call
2005-08-23,55.6632,55.7674,55.1144,55.6304,24344789.574832,-0.0001240175206201,0.0062985915900597,0.1346839152617854,55.6304,56,30,0.0821917808219178,0.1346839152617854,0.03,call
2005-08-24,55.435,56.1057,55.1551,55.4091,33838740.218377,-0.0039780407834565,0.0035589702350551,0.1341733879746474,55.4091,55,30,0.0821917808219178,0.1341733879746474,0.03,call
2005-08-25,55.5202,55.8091,55.3814,55.7167,16373828.48049,0.0055514346921354,0.0124216153551226,0.1295703778652881,55.7167,56,30,0.0821917808219178,0.1295703778652881,0.03,call
2005-08-26,55.7088,55.7167,54.7562,54.8068,23365046.403237,-0.0163308307922041,-0.0093790046940209,0.1394462929033085,54.8068,55,30,0.0821917808219178,0.1394462929033085,0.03,call
2005-08-29,54.7473,55.5451,54.5509,55.5451,28206811.81589,0.0134709561587247,-0.0016571616523448,0.1505018583534631,55.5451,56,30,0.0821917808219178,0.1505018583534631,0.03,call
2005-08-30,55.3347,55.4608,54.9756,55.3,25844477.916348,-0.0044126304570519,-0.0059391987114959,0.1465686119808906,55.3,55,30,0.0821917808219178,0.1465686119808906,0.03,call
2005-08-31,55.3605,56.5284,55.1621,56.5284,29785122.207332,0.0222133815551537,0.0202006529613365,0.1701542333660571,56.5284,57,30,0.0821917808219178,0.1701542333660571,0.03,call
2005-09-01,56.4391,56.8291,56.2575,56.5284,24846371.728222,0.0,0.0145683430641081,0.1597366741093063,56.5284,57,30,0.0821917808219178,0.1597366741093063,0.03,call
2005-09-02,56.7279,56.7636,55.9936,56.2238,25806584.857702,-0.0053884419159219,0.0258544560164066,0.1529939259586913,56.2238,56,30,0.0821917808219178,0.1529939259586913,0.03,call
2005-09-06,56.3964,57.093,56.3062,57.0672,31399905.675517,0.0150007648006715,0.0274029572365519,0.1609634468950562,57.0672,57,30,0.0821917808219178,0.1609634468950562,0.03,call
2005-09-07,57.0414,57.3312,56.8291,57.2349,16747844.055064,0.0029386407603668,0.034989150090416,0.16109082736082,57.2349,57,30,0.0821917808219178,0.16109082736082,0.03,call
2005-09-08,57.093,57.1853,56.711,56.9124,15333824.259911,-0.0056346739489367,0.006793045619547,0.1627006463263657,56.9124,57,30,0.0821917808219178,0.1627006463263657,0.03,call
2005-09-09,57.1178,57.4254,56.9719,57.2626,27087021.543185,0.0061533163247375,0.01298816170279,0.1613857544500052,57.2626,57,30,0.0821917808219178,0.1613857544500052,0.03,call
2005-09-12,57.2895,57.8481,57.1694,57.5167,20746855.749893,0.0044374513207574,0.0229955997282289,0.1543694922557359,57.5167,58,30,0.0821917808219178,0.1543694922557359,0.03,call
2005-09-13,57.3986,57.3986,56.8529,57.0751,27337455.356867,-0.0076777701085076,0.0001384332856702,0.1539081627752059,57.0751,57,30,0.0821917808219178,0.1539081627752059,0.03,call
2005-09-14,57.093,57.1853,56.2903,56.4223,25017016.466394,-0.0114375620892472,-0.0141976311656,0.1456343139259091,56.4223,56,30,0.0821917808219178,0.1456343139259091,0.03,call
2005-09-15,56.4977,56.6236,56.1325,56.2238,27184116.459201,-0.0035181125193407,-0.0120992964626338,0.1463307538895452,56.2238,56,30,0.0821917808219178,0.1463307538895452,0.03,call
2005-09-16,56.5651,56.9442,56.3697,56.8777,28641078.361507,0.0116303060269851,-0.0067216647515132,0.1501513193302227,56.8777,57,30,0.0821917808219178,0.1501513193302227,0.03,call
2005-09-19,56.8122,56.9124,56.3339,56.6068,28850330.684351,-0.0047628508185105,-0.0158197532194996,0.1511834223104029,56.6068,57,30,0.0821917808219178,0.1511834223104029,0.03,call
2005-09-20,56.7279,56.8608,55.7088,55.7901,34760350.802155,-0.0144275952712394,-0.0225141962081537,0.1598808932560954,55.7901,56,30,0.0821917808219178,0.1598808932560954,0.03,call
2005-09-21,55.68,55.7495,54.8932,54.8932,33572883.12359,-0.0160763289544202,-0.0271009866666194,0.1699974767712248,54.8932,55,30,0.0821917808219178,0.1699974767712248,0.03,call
2005-09-22,54.9497,55.3347,54.4665,55.1709,40461589.236964,0.0050589144010551,-0.0187269448169635,0.1706497759649562,55.1709,55,30,0.0821917808219178,0.1706497759649562,0.03,call
2005-09-23,54.9011,55.4835,54.5876,55.3814,31985518.709837,0.0038154171855089,-0.0263073225534787,0.1699890589891068,55.3814,55,30,0.0821917808219178,0.1699890589891068,0.03,call
2005-09-26,55.7594,55.9509,55.3903,55.7594,26920724.428816,0.0068253962521713,-0.0149699329409187,0.1605406133256234,55.7594,56,30,0.0821917808219178,0.1605406133256234,0.03,call
2005-09-27,55.6721,55.9509,55.1978,55.5719,31866181.777748,-0.003362661721611,-0.0039110881679724,0.1540618657574115,55.5719,56,30,0.0821917808219178,0.1540618657574115,0.03,call
2005-09-28,55.7167,55.7763,55.0093,55.4915,25397974.734613,-0.0014467743589835,0.0108993463671274,0.1532753318219399,55.4915,55,30,0.0821917808219178,0.1532753318219399,0.03,call
2005-09-29,55.4428,56.2089,55.0688,56.1057,28815261.464809,0.0110683618211797,0.0169437148931772,0.1362184816278883,56.1057,56,30,0.0821917808219178,0.1362184816278883,0.03,call
2005-09-30,56.1157,56.456,55.9033,56.4153,34148494.809134,0.0055181559092927,0.0186687227119575,0.1378003774189365,56.4153,56,30,0.0821917808219178,0.1378003774189365,0.03,call
2005-10-03,56.4977,56.9809,56.456,56.7557,31077327.912466,0.0060338241576309,0.0178678393239524,0.1379118501860714,56.7557,57,30,0.0821917808219178,0.1379118501860714,0.03,call
2005-10-04,56.8291,57.0176,55.8438,55.8963,20051089.811234,-0.0151420914551313,0.0058374826126152,0.1374004180324621,55.8963,56,30,0.0821917808219178,0.1374004180324621,0.03,call
2005-10-05,55.8865,55.8865,54.4218,54.4665,53674111.699737,-0.0255795106295049,-0.018471297405909,0.1616988110173026,54.4665,54,30,0.0821917808219178,0.1616988110173026,0.03,call
2005-10-06,54.4565,54.8316,53.4117,53.9803,69549059.922853,-0.0089265879026558,-0.0378820690232899,0.1629822564338546,53.9803,54,30,0.0821917808219178,0.1629822564338546,0.03,call
2005-10-07,54.3811,54.6034,54.0418,54.4665,28309791.241732,0.009006989586942,-0.0345438205593163,0.1653110197746228,54.4665,54,30,0.0821917808219178,0.1653110197746228,0.03,call
2005-10-10,54.5965,54.6203,53.7868,53.8533,19568691.018785,-0.0112582963840159,-0.0511384759592428,0.1660271119775394,53.8533,54,30,0.0821917808219178,0.1660271119775394,0.03,call
2005-10-11,54.1192,54.3047,53.1091,53.1091,40393214.437579,-0.013819023161069,-0.0498637655801904,0.1696003985877663,53.1091,53,30,0.0821917808219178,0.1696003985877663,0.03,call
2005-10-12,53.0575,53.3591,52.0454,52.3559,74777320.424581,-0.014182126980122,-0.0387504245729026,0.171563906647502,52.3559,52,30,0.0821917808219178,0.171563906647502,0.03,call
2005-10-13,52.3728,52.8025,51.8747,52.5713,57147414.650112,0.0041141495036853,-0.0261021150308538,0.1737824968302335,52.5713,53,30,0.0821917808219178,0.1737824968302335,0.03,call
2005-10-14,53.0744,53.5496,52.1019,53.4563,62112519.95307,0.0168342803012289,-0.018547180376929,0.1805602098026152,53.4563,53,30,0.0821917808219178,0.1805602098026152,0.03,call
2005-10-17,53.4117,53.8126,52.8769,53.5496,37900483.065559,0.0017453508753879,-0.0056393944289393,0.1812110979762601,53.5496,54,30,0.0821917808219178,0.1812110979762601,0.03,call
2005-10-18,53.4465,53.5586,52.7698,52.8292,38512692.794314,-0.0134529482946651,-0.005270283247127,0.1804064498486734,52.8292,53,30,0.0821917808219178,0.1804064498486734,0.03,call
2005-10-19,52.605,53.9634,52.1555,53.9634,50167380.218636,0.0214691874947945,0.0307033209246714,0.1922176663605277,53.9634,54,30,0.0821917808219178,0.1922176663605277,0.03,call
2005-10-20,53.8702,54.0855,52.5811,52.9593,55646195.469339,-0.0186070558934389,0.0073804528326291,0.2008397468949486,52.9593,53,30,0.0821917808219178,0.2008397468949486,0.03,call
2005-10-21,53.2162,53.8612,53.1329,53.5496,52170890.032061,0.0111462953626653,0.0017453508753879,0.2052760677857501,53.5496,54,30,0.0821917808219178,0.2052760677857501,0.03,call
