Date,Open,High,Low,Close,Volume,return_1d,return_5d,realized_vol_20d,spot,strike,dte,T,sigma,r,option_type,call_price,delta,gamma,theta,vega
2005-03-24,85.1382,85.4929,84.8356,84.9115,6209233.7862355,0.0002827271388603,-0.0173076255395974,,84.9115,85.0,30,0.0821917808219178,,0.03,call,,,,,
2005-03-28,85.0414,85.5459,85.0114,85.1702,6104776.5027857,0.0030467015657478,-0.011272190310792,0.0892349159665193,85.1702,85.0,30,0.0821917808219178,0.0892349159665193,0.03,call,1.0702407791362276,0.5743129815684939,0.179907905235191,-6.631276433462366,9.57169365144895
2005-03-29,85.0474,85.4769,84.436,84.6089,9407620.0880784,-0.0065903332386209,-0.0127166456433994,0.0895878382939334,84.6089,85.0,30,0.0821917808219178,0.0895878382939334,0.03,call,0.7799909852181273,0.47181291590890356,0.1831238640561987,-6.434907101853861,9.65282625128701
2005-03-30,84.7537,85.6737,84.6977,85.6308,6947393.8511266,0.0120779256082987,0.0075705339850378,0.0996289506246859,85.6308,86.0,30,0.0821917808219178,0.0996289506246859,0.03,call,0.8999311421242382,0.4800547793171567,0.16290600577808173,-7.134636084318174,9.781625797877801
2005-03-31,85.5009,85.6168,85.2042,85.358,9074245.8856873,-0.003185769606263,0.0055426299514063,0.0998450597066169,85.358,85.0,30,0.0821917808219178,0.0998450597066169,0.03,call,1.2813899431904616,0.597654864641294,0.15836051102238285,-7.243197704543782,9.468699353447573
2005-04-01,85.7067,85.8615,84.3391,84.5929,9512189.4856022,-0.0089634246350664,-0.0037521419360158,0.1025687079676262,84.5929,85.0,30,0.0821917808219178,0.1025687079676262,0.03,call,0.8977391379861501,0.4742025932321992,0.16004341265238928,-7.200776548337621,9.654925027986394
2005-04-04,84.6169,85.2202,84.1104,84.7307,14189362.426858,0.0016289783185112,-0.0051602555823515,0.089962302778506,84.7307,85.0,30,0.0821917808219178,0.089962302778506,0.03,call,0.8424454468702152,0.4942010278936057,0.18253604151469752,-6.533943204031408,9.68989722339355
2005-04-05,84.7887,85.1044,84.6737,85.0334,5400121.5287355,0.0035724949752569,0.0050172026819872,0.0924789215802579,85.0334,85.0,30,0.0821917808219178,0.0924789215802579,0.03,call,1.0246779404942359,0.5481847316057117,0.1756630025800381,-6.799119032287551,9.654516686916804
2005-04-06,85.2042,85.5549,85.1382,85.383,5569376.7429409,0.0041113256673259,-0.0028938185792961,0.0951455328662294,85.383,85.0,30,0.0821917808219178,0.0951455328662294,0.03,call,1.252048677340163,0.605977719709755,0.165211586324139,-6.966321586665693,9.418898443367562
2005-04-07,85.2132,85.8305,85.1622,85.7837,4729212.8909894,0.0046929716688333,0.0049872302537545,0.0921467967430187,85.7837,86.0,30,0.0821917808219178,0.0921467967430187,0.03,call,0.9018310594970202,0.50447617809675,0.17602871385938532,-6.770724461410833,9.81073843519063
2005-04-08,85.7247,85.7987,84.9774,84.9934,4484954.3622299,-0.0092127059103302,0.0047344398879811,0.094050921615835,84.9934,85.0,30,0.0821917808219178,0.094050921615835,0.03,call,1.018092206339432,0.5406413404056095,0.17317540641115825,-6.880884528725492,9.67048079587806
2005-04-11,85.1952,85.2132,84.8606,84.9375,3913474.8919139,-0.0006576981271486,0.0024406738053621,0.0929256365006678,84.9375,85.0,30,0.0821917808219178,0.0929256365006678,0.03,call,0.9772426974713397,0.5311914441651111,0.1757643247064198,-6.799056595230377,9.684865925454773
2005-04-12,84.7147,85.6018,84.1952,85.358,11258923.75702,0.0049506990434142,0.0038173235458067,0.0945831766142216,85.358,85.0,30,0.0821917808219178,0.0945831766142216,0.03,call,1.231641632545326,0.6023706276247478,0.16665423244527153,-6.9368504716141635,9.439458800173325
2005-04-13,85.3031,85.5379,84.3471,84.5339,10040473.004797,-0.0096546310832025,-0.0099446025555437,0.0981178542041308,84.5339,85.0,30,0.0821917808219178,0.0981178542041308,0.03,call,0.8271850535797611,0.4626526195607381,0.16703530472969222,-6.894089747256079,9.626014627812733
2005-04-14,84.6318,84.6887,83.2402,83.2482,13430583.382517,-0.0152092829030721,-0.0295568971727728,0.103942037366011,83.2482,83.0,30,0.0821917808219178,0.103942037366011,0.03,call,1.2297146351207857,0.5784170502902706,0.15769939542821654,-7.311481389090681,9.336827768086176
2005-04-15,83.0944,83.4131,81.7967,81.8586,14965947.58861,-0.016692252805466,-0.0368828638458985,0.1162859101719534,81.8586,82.0,30,0.0821917808219178,0.1162859101719534,0.03,call,1.1188049835935416,0.5154998379967847,0.1460752074831392,-7.850417892637601,9.355362586095746
2005-04-18,81.7967,82.1203,81.3931,81.7418,15963469.549671,-0.0014268506913139,-0.0376241353936718,0.1163577116117554,81.7418,82.0,30,0.0821917808219178,0.1163577116117554,0.03,call,1.0602631455459601,0.49842626425393977,0.14630296350147526,-7.808080500073934,9.348998255611422
2005-04-19,82.1203,82.515,81.9415,82.3121,9372637.4939037,0.0069768466072437,-0.0356838257691136,0.1207076620194151,82.3121,82.0,30,0.0821917808219178,0.1207076620194151,0.03,call,1.4083030847872422,0.5786069740123059,0.13732696388503185,-8.164873970464399,9.2309502553047
2005-04-20,82.523,82.7418,81.2113,81.4151,14773124.394399,-0.0108975472621887,-0.0368940744482392,0.122842918470166,81.4151,81.0,30,0.0821917808219178,0.122842918470166,0.03,call,1.473061552680285,0.5920280552626269,0.13541782843331124,-8.174418147391844,9.06283936661365
2005-04-21,82.0724,83.1593,81.8466,83.0224,9022330.0622494,0.0197420380248873,-0.0027123709581707,0.1453458878720865,83.0224,83.0,30,0.0821917808219178,0.1453458878720865,0.03,call,1.4945235095851714,0.5344594573742154,0.11488773327892321,-9.650822602705198,9.460092173305886
2005-04-22,82.8396,83.0544,81.7967,82.7816,7582581.1430312,-0.0029004220547708,0.01127554099386,0.1453920302207861,82.7816,83.0,30,0.0821917808219178,0.1453920302207861,0.03,call,1.369601927890109,0.5066962879540599,0.11560064806649795,-9.590227578769989,9.46666246070976
2005-04-25,82.9635,83.3961,82.8236,83.2482,5685247.6395416,0.0056365182600963,0.0184287598266736,0.1466871620993753,83.2482,83.0,30,0.0821917808219178,0.1466871620993753,0.03,call,1.6307497740788577,0.559878758593588,0.11266781958618469,-9.749818839065037,9.413911047446966
2005-04-26,82.9715,83.4301,82.456,82.523,7460451.8786514,-0.0087112994635319,0.0025621992392368,0.1479280074516035,82.523,83.0,30,0.0821917808219178,0.1479280074516035,0.03,call,1.266335642890354,0.47744941013690634,0.11380881212532104,-9.624043704580906,9.423336584166147
2005-04-27,82.1973,83.0624,81.8936,82.8396,12813067.070524,0.0038365061861542,0.0174967542875954,0.1408347202628506,82.8396,83.0,30,0.0821917808219178,0.1408347202628506,0.03,call,1.356030032864325,0.5133015191534347,0.11920834342200433,-9.347794996716177,9.469362995473011
2005-04-28,82.6278,82.7816,81.7288,81.7288,8696574.6118046,-0.0134090459152386,-0.0155813370849312,0.1468891473417143,81.7288,82.0,30,0.0821917808219178,0.1468891473417143,0.03,call,1.3391880954808855,0.5003756901058952,0.11591265296564222,-9.539447338955796,9.347580000743768
2005-04-29,82.3601,82.9056,81.6638,82.8236,12529532.579163,0.0133955227533011,0.0005073591232833,0.1543442448699254,82.8236,83.0,30,0.0821917808219178,0.1543442448699254,0.03,call,1.475751108702866,0.5118737354092501,0.10880752021197801,-10.117916746584246,9.468603925987104
2005-05-02,83.1183,83.4131,82.8056,83.3961,6565668.452243,0.0069122810406696,0.0017766149898736,0.1566649039180717,83.3961,83.0,30,0.0821917808219178,0.1566649039180717,0.03,call,1.808287773866951,0.5727407719591485,0.1047316686861996,-10.317558404854784,9.379282417347051
2005-05-03,83.1843,83.8026,82.9635,83.6498,8738427.1960734,0.0030421086837393,0.0136543751438993,0.1564821447286177,83.6498,84.0,30,0.0821917808219178,0.1564821447286177,0.03,call,1.4276925636500977,0.49372464858417053,0.10629490307347855,-10.302465844943223,9.566111404923967
2005-05-04,83.7447,84.4949,83.4699,84.3621,10808955.922658,0.0085152624393602,0.0183788912549069,0.1590651107195443,84.3621,84.0,30,0.0821917808219178,0.1590651107195443,0.03,call,1.8307641120779365,0.5679653921748421,0.10219022342400226,-10.583285579145862,9.508399816063227
2005-05-05,84.3941,84.6169,83.7297,84.1443,10853504.249798,-0.0025817280508664,0.0295550650443905,0.1579749695795661,84.1443,84.0,30,0.0821917808219178,0.1579749695795661,0.03,call,1.6990718257286872,0.5457719931751897,0.10399484271223923,-10.514456335540192,9.560439923727724
2005-05-06,84.4869,84.5929,84.0594,84.0854,6609121.6651233,-0.0006999879968101,0.0152347881521692,0.1549063244800533,84.0854,84.0,30,0.0821917808219178,0.1549063244800533,0.03,call,1.6377422468845424,0.5400692810115094,0.10629385488031648,-10.330134209104685,9.568566648135443
2005-05-09,84.1104,84.452,83.9086,84.3471,4811325.4390638,0.0031123120066027,0.0114034109508718,0.1554298784878017,84.3471,84.0,30,0.0821917808219178,0.1554298784878017,0.03,call,1.7876824586562137,0.5675561185915448,0.10461745691561403,-10.37301352704606,9.50839833500452
2005-05-10,84.0294,84.1353,83.3311,83.4939,8550141.618808,-0.0101153448073496,-0.0018637223280868,0.1578568481109947,83.4939,83.0,30,0.0821917808219178,0.1578568481109947,0.03,call,1.875938594063193,0.5824674754316559,0.10331516270241389,-10.37637294483342,9.344700273816576
2005-05-11,83.7297,83.9395,81.7807,83.7527,9458924.2892012,0.0030996276374681,-0.0072236229302019,0.1551111660407302,83.7527,84.0,30,0.0821917808219178,0.1551111660407302,0.03,call,1.4659275718615348,0.504540331418724,0.10710897521211243,-10.261872334913626,9.578443686266633
2005-05-12,83.7527,84.0134,82.8636,82.8636,6834227.7065636,-0.0106157771630048,-0.0152202823007618,0.1500770718876763,82.8636,83.0,30,0.0821917808219178,0.1500770718876763,0.03,call,1.4559048563534347,0.5161906648256176,0.1118046521718808,-9.884946804491433,9.469568878769493
2005-05-13,83.1093,83.3081,81.9925,82.6528,14427724.956542,-0.0025439396791836,-0.0170374405069132,0.1373012695454169,82.6528,83.0,30,0.0821917808219178,0.1373012695454169,0.03,call,1.2288339400956758,0.49035827004903065,0.12258487428401033,-9.072547203461895,9.450504002752385
2005-05-16,82.6098,83.4999,82.5849,83.446,7168693.0191402,0.0095967710712765,-0.0106832362938381,0.1407621557052681,83.446,83.0,30,0.0821917808219178,0.1407621557052681,0.03,call,1.6883806507466304,0.5847565226755659,0.11578513291618582,-9.400620675603012,9.327776790693555
2005-05-17,83.2243,84.1882,83.1513,84.1353,7332927.1244555,0.0082604318960766,0.0076819983256262,0.1415481576307987,84.1353,84.0,30,0.0821917808219178,0.1415481576307987,0.03,call,1.537160853970633,0.5480404174024885,0.11599767013446013,-9.56308634063372,9.552969097239787
2005-05-18,84.4869,85.419,84.436,85.2372,10438025.507481,0.0130967620012052,0.0177248017078852,0.1401155760556416,85.2372,85.0,30,0.0821917808219178,0.1401155760556416,0.03,call,1.5971893107125368,0.5599494203275966,0.11519656460273264,-9.599566974515842,9.638571746721398
2005-05-19,85.3351,85.5239,85.0334,85.4849,6241146.2566131,0.0029060081748344,0.0316339140466983,0.1242144183210888,85.4849,85.0,30,0.0821917808219178,0.1242144183210888,0.03,call,1.5881530797543277,0.597462960345578,0.1271187152784955,-8.650998539828088,9.483938110860603
2005-05-20,85.2282,85.2452,84.6477,85.0644,7794056.3153017,-0.0049189973901822,0.0291774749312789,0.1253624194614954,85.0644,85.0,30,0.0821917808219178,0.1253624194614954,0.03,call,1.3593920027829043,0.5428632640845589,0.1297371205637243,-8.7213117598313,9.672877694240679
2005-05-23,85.0644,85.7657,85.0644,85.5379,6518898.86501,0.0055663708907602,0.025068906837955,0.1253311525558444,85.5379,86.0,30,0.0821917808219178,0.1253311525558444,0.03,call,1.1067772806951268,0.47474156509291787,0.12954081697733294,-8.629142959266002,9.763627979015876
2005-05-24,85.3031,85.4769,85.0644,85.2282,6322026.5508909,-0.0036206172936206,0.0129897914430685,0.1211229000398607,85.2282,85.0,30,0.0821917808219178,0.1211229000398607,0.03,call,1.4092702364729064,0.5657565740592904,0.1329636005695173,-8.48898183528817,9.615105427257083
2005-05-25,85.1292,85.1292,84.6817,85.0334,6218433.1464228,-0.0022856284656956,-0.0023909748325848,0.1216001006362775,85.0334,85.0,30,0.0821917808219178,0.1216001006362775,0.03,call,1.3062119458800225,0.539601452768669,0.13391388705902882,-8.496176742124995,9.677585784014978
2005-05-26,85.358,85.6397,85.2372,85.5779,5846158.3633746,0.0064033662066904,0.0010879114323114,0.1094688091667532,85.5779,86.0,30,0.0821917808219178,0.1094688091667532,0.03,call,0.9708588648066083,0.47507575911269606,0.1482501605526816,-7.695882043559274,9.768709764229271
2005-05-27,85.6018,85.7157,85.428,85.6557,2587878.1204995,0.0009091132173142,0.0069512040289474,0.101397933828102,85.6557,86.0,30,0.0821917808219178,0.101397933828102,0.03,call,0.929251902400587,0.48458896650239136,0.16009814353291763,-7.2558285416480235,9.7894057383459
2005-05-31,85.6168,85.6397,85.0174,85.0644,6865524.5505523,-0.0069032183497419,-0.0055355579222775,0.1038124008205515,85.0644,85.0,30,0.0821917808219178,0.1038124008205515,0.03,call,1.1511097624831237,0.5490165259336673,0.1563882467952202,-7.464250682376626,9.65555900703702
2005-06-01,85.0724,86.0344,85.0474,85.6238,9762948.6286226,0.0065761940365181,0.0046416561654476,0.1054740764938376,85.6238,86.0,30,0.0821917808219178,0.1054740764938376,0.03,call,0.9537432882239472,0.48073120182494605,0.1539035622943379,-7.482482789919239,9.78164258636148
2005-06-02,85.461,85.8166,85.401,85.7417,4254824.2088438,0.0013769536040211,0.0083296681068849,0.1018791026422181,85.7417,86.0,30,0.0821917808219178,0.1018791026422181,0.03,call,0.9762371714996974,0.49841960857472317,0.15929981151018463,-7.3304789473713345,9.80647540017891
2005-06-03,85.5779,85.7157,84.8606,85.1382,6150434.9594628,-0.007038582160139,-0.0051380087616078,0.1050385191281961,85.1382,85.0,30,0.0821917808219178,0.1050385191281961,0.03,call,1.2038553515137238,0.5599672872841018,0.15384348063885186,-7.545823424222642,9.627311093651867
2005-06-06,85.0904,85.358,84.7537,85.0644,4618500.2428159,-0.0008668259371232,-0.0069032183497419,0.1050677412378739,85.0644,85.0,30,0.0821917808219178,0.1050677412378739,0.03,call,1.1632316089304524,0.5485754473746394,0.1545408412891275,-7.537340633869689,9.656877990264073
2005-06-07,85.2772,85.9645,85.1952,85.2702,8450232.9635074,0.0024193434621297,0.0024193434621297,0.1048765710174732,85.2702,85.0,30,0.0821917808219178,0.1048765710174732,0.03,call,1.2775594948308395,0.5802754067717624,0.1524428597633862,-7.541849799335563,9.554512222478817
2005-06-08,85.5779,85.6897,85.0174,85.2042,7451609.8820752,-0.0007740101465694,-0.0049005066348375,0.0972216928974489,85.2042,85.0,30,0.0821917808219178,0.0972216928974489,0.03,call,1.16622908402681,0.5747531744703509,0.16502771699707822,-7.096225001112395,9.573493951378374
2005-06-09,85.1382,85.5549,84.8606,85.3511,4992369.6483644,0.0017240934132354,-0.0045555429855017,0.0969559733340708,85.3511,85.0,30,0.0821917808219178,0.0969559733340708,0.03,call,1.2499187259316216,0.5990547651650652,0.16294552888148978,-7.075703537120977,9.459401392134156
2005-06-10,85.4849,85.6637,84.9455,85.5009,6279432.2118997,0.0017551033320015,0.0042601323495212,0.0867698066012693,85.5009,86.0,30,0.0821917808219178,0.0867698066012693,0.03,call,0.7139895161733065,0.45128489021717744,0.1861669016285219,-6.259453807417059,9.706012874244704
2005-06-13,85.3351,86.1243,85.1702,85.6308,5915631.0506127,0.0015192822531691,0.006658484630468,0.0853951182366259,85.6308,86.0,30,0.0821917808219178,0.0853951182366259,0.03,call,0.7607471485967636,0.47497335887461045,0.18992281932244262,-6.275120603375072,9.77459081209945
2005-06-14,85.5859,86.0993,85.5239,85.8225,5192561.3398918,0.0022386804747824,0.0064770576356101,0.0803106629053604,85.8225,86.0,30,0.0821917808219178,0.0803106629053604,0.03,call,0.8054035074884993,0.5115161133592095,0.2018089875478462,-6.086397611905717,9.81170375867875
2005-06-15,86.0663,86.1083,85.358,85.9645,7512608.9475522,0.0016545777622418,0.0089232690407281,0.0761610046081748,85.9645,86.0,30,0.0821917808219178,0.0761610046081748,0.03,call,0.8394853360813386,0.5417868859453298,0.21137465582638656,-5.902344081207474,9.77804993382073
2005-06-16,85.9305,86.1912,85.7337,85.9934,8368487.7892295,0.0003361852857863,0.007525386316052,0.0615382324826039,85.9934,86.0,30,0.0821917808219178,0.0615382324826039,0.03,call,0.7126500628753689,0.5573419640486075,0.260236584926139,-5.060286820090656,9.733566498990958
2005-06-17,86.343,86.5888,86.0823,86.2082,9156983.0693173,0.0024978661153065,0.0082724275416983,0.0613388192018943,86.2082,86.0,30,0.0821917808219178,0.0613388192018943,0.03,call,0.836427852764345,0.6127566006561852,0.2525728029852249,-5.09086476419239,9.46340747004788
2005-06-20,85.9135,86.391,85.7987,86.1412,4892094.620286,-0.0007771882489137,0.0059604721665569,0.058233061439858,86.1412,86.0,30,0.0821917808219178,0.058233061439858,0.03,call,0.7662720819528914,0.600370745055666,0.26857896150547755,-4.907627326607809,9.538758156895117
2005-06-21,86.1592,86.335,85.9225,86.1762,4748365.3783087,0.0004063096404507,0.0041212968627106,0.055241853359438,86.1762,86.0,30,0.0821917808219178,0.055241853359438,0.03,call,0.759145637620513,0.6151801070005772,0.280038662443721,-4.740854672969343,9.442550255373076
2005-06-22,86.343,86.439,85.9045,86.1912,4226225.1097632,0.0001740619799899,0.0026371350964642,0.0532038180095583,86.1912,86.0,30,0.0821917808219178,0.0532038180095583,0.03,call,0.7492523275906109,0.6235732599474573,0.28877543770450764,-4.6261974822651455,9.381176236176005
2005-06-23,86.0004,86.0663,84.4699,84.5929,15814211.682415,-0.0185436564289624,-0.0162861335869961,0.0859737455250348,84.5929,85.0,30,0.0821917808219178,0.0859737455250348,0.03,call,0.7376108470971943,0.46715758902925275,0.1906870175100086,-6.206437693781705,9.642356653311143
2005-06-24,84.5419,84.5669,83.5579,83.6228,12411829.818673,-0.0114678655064431,-0.0299901865483794,0.0909047910995544,83.6228,84.0,30,0.0821917808219178,0.0909047910995544,0.03,call,0.7877783804559968,0.47406823706208084,0.1826693209124696,-6.443522670469868,9.543994670223746
2005-06-27,83.6049,83.9495,83.2801,83.6988,11122928.384119,0.0009088430428065,-0.0283534475953434,0.0909047103631405,83.6988,84.0,30,0.0821917808219178,0.0909047103631405,0.03,call,0.8243345285719244,0.4879577097865533,0.1828067948414023,-6.491950556720046,9.568537756887272
2005-06-28,83.8826,84.5499,83.8736,84.5339,7963077.2911737,0.0099774429263024,-0.0190574659824869,0.0962969135734211,84.5339,85.0,30,0.0821917808219178,0.0962969135734211,0.03,call,0.8096585468567739,0.4617392457949644,0.17015674085609703,-6.784437473504789,9.623913880972681
2005-06-29,84.7387,84.7537,84.1882,84.2292,6316621.0508896,-0.0036044711056747,-0.0227633447498118,0.0933990757332525,84.2292,84.0,30,0.0821917808219178,0.0933990757332525,0.03,call,1.1322513857977228,0.5820873952332553,0.17312700112086754,-6.794187140229789,9.428902105621026
2005-06-30,84.5049,84.6089,83.3791,83.5339,12249805.962247,-0.0082548569854634,-0.0125187811270213,0.096617992894606,83.5339,84.0,30,0.0821917808219178,0.096617992894606,0.03,call,0.8006566228851568,0.46096150894216703,0.17158887306876405,-6.719727294163559,9.508259800283922
2005-07-01,83.7946,84.1034,83.5989,83.8356,7966012.2774707,0.0036117073427672,0.0025447605198583,0.095598104721717,83.8356,84.0,30,0.0821917808219178,0.095598104721717,0.03,call,0.9377765973323235,0.5128402111441642,0.17353740052472438,-6.835074135428013,9.583578708270817
2005-07-05,83.6138,84.446,83.5739,84.2542,5828116.0055928,0.0049931055542036,0.0066356984807427,0.0977446412177627,84.2542,84.0,30,0.0821917808219178,0.0977446412177627,0.03,call,1.1877851812934708,0.5831003791548725,0.16529150309592086,-7.043406147315769,9.426598169337877
2005-07-06,84.2542,84.429,83.4221,83.4699,10995638.869275,-0.0093087347574364,-0.0125866664143025,0.1019375355210293,83.4699,83.0,30,0.0821917808219178,0.1019375355210293,0.03,call,1.3434460881144972,0.6149180806315478,0.1567099724161026,-7.172274720958264,9.147848016067652
2005-07-07,82.7158,83.9006,82.6988,83.8506,16699169.111042,0.0045609255552001,-0.0044948782607457,0.1038675271678282,83.8506,84.0,30,0.0821917808219178,0.1038675271678282,0.03,call,1.024736530324958,0.5151213507718947,0.1596606093887602,-7.320411488331107,9.583371285933376
2005-07-08,83.9166,85.0644,83.7856,85.0114,10916595.443979,0.0138436695742187,0.0176874298937317,0.1159491946652093,85.0114,85.0,30,0.0821917808219178,0.1159491946652093,0.03,call,1.2396683306426013,0.5377758247715724,0.14053941497152297,-8.161763217792831,9.679403733219047
2005-07-11,85.0644,85.6637,85.0644,85.5549,8407893.8842386,0.006393260198044,0.0205079942172539,0.1181211705758633,85.5549,86.0,30,0.0821917808219178,0.1181211705758633,0.03,call,1.0444451411122486,0.47469016994954577,0.1374194048882624,-8.204220237797166,9.765488476532793
2005-07-12,85.5239,85.7567,85.2452,85.451,8166082.8457573,-0.0012144248897493,0.014204633122147,0.1180711837946996,85.451,85.0,30,0.0821917808219178,0.1180711837946996,0.03,call,1.5096481547627931,0.5971980995353758,0.13380831268177637,-8.296086764016996,9.481776214471845
2005-07-13,85.6108,85.8955,85.4929,85.8695,8049849.5804529,0.0048975436214908,0.0287480876339853,0.1191357514733203,85.8695,86.0,30,0.0821917808219178,0.1191357514733203,0.03,call,1.210538054702468,0.5178700844631101,0.13588728966669053,-8.408437802035662,9.811314644317283
2005-07-14,86.2322,86.6368,86.2082,86.5129,13493295.190679,0.0074927651843785,0.0317505181835311,0.1219452018995594,86.5129,87.0,30,0.0821917808219178,0.1219452018995594,0.03,call,1.0769352842751374,0.47106713200199296,0.13155463140208537,-8.511241434806463,9.868723699475222
2005-07-15,86.453,86.5468,86.0993,86.407,6038246.8099926,-0.0012240949037658,0.0164166217707273,0.1220725931862202,86.407,86.0,30,0.0821917808219178,0.1220725931862202,0.03,call,1.5366715453444542,0.5881787482068564,0.1286896347463006,-8.637506939081831,9.640243034551306
2005-07-18,86.2152,86.374,85.8955,86.1083,7469407.9913386,-0.0034568958533451,0.0064683612510796,0.122459365829826,86.1083,86.0,30,0.0821917808219178,0.122459365829826,0.03,call,1.3705479146656714,0.5491975328454176,0.13096030115373397,-8.658474836355705,9.773499427686442
2005-07-19,86.5378,86.6537,86.2632,86.5808,5019500.2532781,0.0054872759072004,0.0132216123860458,0.1239618490747743,86.5808,87.0,30,0.0821917808219178,0.1239618490747743,0.03,call,1.1291695683695266,0.48055626888652264,0.1295000712659062,-8.67296722009782,9.890759278612535
2005-07-20,86.0583,86.8985,85.9714,86.7347,7237188.712304,0.0017775303531499,0.0100757544879148,0.1240753588073303,86.7347,87.0,30,0.0821917808219178,0.1240753588073303,0.03,call,1.205786844688987,0.5004971493720206,0.12930553425535618,-8.753763301405538,9.920117229954055
2005-07-21,86.9145,86.9824,86.1912,86.327,10757645.715424,-0.0047005408446677,-0.0021488124892357,0.125367943707784,86.327,86.0,30,0.0821917808219178,0.125367943707784,0.03,call,1.521958413539572,0.5761936026801822,0.12622460530831825,-8.838885882192873,9.692866064935536
2005-07-22,86.423,86.6188,86.0264,86.5638,7166727.0187693,0.0027430583710774,0.0018146677931185,0.1043764176718169,86.5638,87.0,30,0.0821917808219178,0.1043764176718169,0.03,call,0.9274869030069866,0.47185386819234876,0.15362946134689548,-7.468324334594374,9.875927913360323
2005-07-25,86.5958,86.8675,86.0583,86.2792,7130646.3072796,-0.0032877484583624,0.0019847099524668,0.0948403277646992,86.2792,86.0,30,0.0821917808219178,0.0948403277646992,0.03,call,1.1991719183320058,0.5884227117235589,0.1658634687134066,-7.0399739277489735,9.624637895983039
2005-07-26,86.1912,86.335,85.8795,86.0264,6908240.0127843,-0.0029300225315024,-0.0064032672370779,0.096171186768729,86.0264,86.0,30,0.0821917808219178,0.096171186768729,0.03,call,1.068769749406023,0.5455195755675906,0.1671012801984343,-7.094587365920641,9.774997183207716
2005-07-27,86.2472,86.5468,85.9645,86.453,8798697.5200687,0.0049589428361527,-0.0032478350648587,0.0917770605545699,86.453,86.0,30,0.0821917808219178,0.0917770605545699,0.03,call,1.274989038501495,0.6204024364999146,0.16733134915543385,-6.837970550871848,9.434089314719797
